timestamp,open,high,low,close,volume,time_utc,time,date,hour,sz,adx,Buy_TL,Sell_TL,signal_tl
1745510400000,1764.62,1769.26,1763.28,1768.4,4249.7997,2025-04-24 16:00:00+00:00,2025-04-24 13:00:00-03:00,2025-04-24,13:00:00,0.5935050751879729,49.780454480947384,False,False,-
1745511300000,1768.4,1775.61,1768.4,1775.21,8189.7581,2025-04-24 16:15:00+00:00,2025-04-24 13:15:00-03:00,2025-04-24,13:15:00,0.43806635338346656,51.65276171926271,False,False,-
1745512200000,1775.21,1777.5,1771.18,1771.7,6040.1555,2025-04-24 16:30:00+00:00,2025-04-24 13:30:00-03:00,2025-04-24,13:30:00,0.3630488721804602,53.69353661713811,False,False,-
1745513100000,1771.71,1777.15,1770.39,1770.4,5437.6055,2025-04-24 16:45:00+00:00,2025-04-24 13:45:00-03:00,2025-04-24,13:45:00,0.2100026315789562,54.568924996339554,False,False,-
1745514000000,1770.4,1773.78,1755.78,1756.04,5243.5792,2025-04-24 17:00:00+00:00,2025-04-24 14:00:00-03:00,2025-04-24,14:00:00,0.15722687969925547,49.11524521352391,False,True,SELL
1745514900000,1756.04,1762.48,1746.04,1759.51,14547.8426,2025-04-24 17:15:00+00:00,2025-04-24 14:15:00-03:00,2025-04-24,14:15:00,-0.16048609022555782,47.40353056896449,False,False,-
1745515800000,1759.51,1761.19,1748.54,1750.2,3703.3953,2025-04-24 17:30:00+00:00,2025-04-24 14:30:00-03:00,2025-04-24,14:30:00,-0.35935432330826506,45.92004454367966,False,False,-
1745516700000,1750.2,1756.31,1746.39,1755.41,7739.7097,2025-04-24 17:45:00+00:00,2025-04-24 14:45:00-03:00,2025-04-24,14:45:00,-0.6080312030075112,45.24157531015999,False,False,-
1745517600000,1755.4,1767.7,1755.0,1766.42,3248.7612,2025-04-24 18:00:00+00:00,2025-04-24 15:00:00-03:00,2025-04-24,15:00:00,-0.7057509398496199,39.474279657786006,False,False,-
1745518500000,1766.43,1769.2,1757.78,1758.72,4605.6082,2025-04-24 18:15:00+00:00,2025-04-24 15:15:00-03:00,2025-04-24,15:15:00,-0.6764736842105203,35.053060628587794,True,False,BUY
1745519400000,1758.72,1763.85,1758.3,1762.17,2031.6828,2025-04-24 18:30:00+00:00,2025-04-24 15:30:00-03:00,2025-04-24,15:30:00,-0.7322889097744305,31.22133746994934,False,True,SELL
1745520300000,1762.18,1766.46,1761.6,1763.24,2507.7037,2025-04-24 18:45:00+00:00,2025-04-24 15:45:00-03:00,2025-04-24,15:45:00,-0.7751086466165376,29.059779995512027,False,False,-
1745521200000,1763.25,1764.12,1756.01,1757.51,2387.3062,2025-04-24 19:00:00+00:00,2025-04-24 16:00:00-03:00,2025-04-24,16:00:00,-0.8445180451127814,26.044694637233846,False,False,-
1745522100000,1757.51,1765.32,1756.71,1763.1,2351.718,2025-04-24 19:15:00+00:00,2025-04-24 16:15:00-03:00,2025-04-24,16:15:00,-0.9456186090225562,22.804733259992165,False,False,-
1745523000000,1763.11,1765.0,1762.11,1764.28,1718.8189,2025-04-24 19:30:00+00:00,2025-04-24 16:30:00-03:00,2025-04-24,16:30:00,-0.9972069548872213,19.996766733049373,False,False,-
1745523900000,1764.28,1766.79,1760.71,1763.1,2357.1516,2025-04-24 19:45:00+00:00,2025-04-24 16:45:00-03:00,2025-04-24,16:45:00,-0.9140257518797023,18.19187852911817,True,False,BUY
1745524800000,1763.1,1770.0,1761.13,1764.91,4032.6891,2025-04-24 20:00:00+00:00,2025-04-24 17:00:00-03:00,2025-04-24,17:00:00,-0.8623385338345919,18.411188895146417,False,False,-
1745525700000,1764.9,1766.63,1762.81,1766.29,1386.9677,2025-04-24 20:15:00+00:00,2025-04-24 17:15:00-03:00,2025-04-24,17:15:00,-0.655840789473687,18.60125787903756,False,False,-
1745526600000,1766.3,1766.31,1762.76,1763.81,1724.5613,2025-04-24 20:30:00+00:00,2025-04-24 17:30:00-03:00,2025-04-24,17:30:00,-0.5326174812030114,18.718739723192552,False,False,-
1745527500000,1763.81,1767.22,1761.14,1762.01,2521.616,2025-04-24 20:45:00+00:00,2025-04-24 17:45:00-03:00,2025-04-24,17:45:00,-0.3771990601503797,17.23484199258777,True,False,BUY
1745528400000,1762.01,1764.19,1760.15,1761.48,2097.642,2025-04-24 21:00:00+00:00,2025-04-24 18:00:00-03:00,2025-04-24,18:00:00,-0.3299900375939895,15.007991221262754,False,False,-
1745529300000,1761.48,1762.59,1749.04,1752.55,4916.1455,2025-04-24 21:15:00+00:00,2025-04-24 18:15:00-03:00,2025-04-24,18:15:00,-0.22734718045112698,19.09153277449641,False,False,-
1745530200000,1752.55,1759.09,1752.54,1756.99,2736.9638,2025-04-24 21:30:00+00:00,2025-04-24 18:30:00-03:00,2025-04-24,18:30:00,-0.13305657894736628,22.630602120632247,False,False,-
1745531100000,1756.98,1761.34,1756.79,1760.8,1198.3063,2025-04-24 21:45:00+00:00,2025-04-24 18:45:00-03:00,2025-04-24,18:45:00,-0.008974999999996899,23.55835219117656,False,False,-
1745532000000,1760.8,1763.19,1757.57,1761.11,5855.2866,2025-04-24 22:00:00+00:00,2025-04-24 19:00:00-03:00,2025-04-24,19:00:00,0.18059906015037716,22.72722897583831,False,False,-
1745532900000,1761.11,1765.0,1760.29,1762.81,2171.2953,2025-04-24 22:15:00+00:00,2025-04-24 19:15:00-03:00,2025-04-24,19:15:00,0.1698586466165384,20.496985228831644,False,True,SELL
1745533800000,1762.81,1764.84,1761.43,1761.51,1351.1908,2025-04-24 22:30:00+00:00,2025-04-24 19:30:00-03:00,2025-04-24,19:30:00,0.22162763157894041,18.564107314759198,True,False,BUY
1745534700000,1761.51,1761.8,1755.94,1760.0,2072.6467,2025-04-24 22:45:00+00:00,2025-04-24 19:45:00-03:00,2025-04-24,19:45:00,0.09719680451127256,20.40404980434359,False,False,-
1745535600000,1759.99,1765.9,1758.75,1765.67,2429.5481,2025-04-24 23:00:00+00:00,2025-04-24 20:00:00-03:00,2025-04-24,20:00:00,0.003326503759391592,18.563623502839523,False,True,SELL
1745536500000,1765.68,1769.99,1765.0,1769.54,2032.0146,2025-04-24 23:15:00+00:00,2025-04-24 20:15:00-03:00,2025-04-24,20:15:00,0.15094812030075153,17.809826803188937,True,False,BUY
1745537400000,1769.54,1774.84,1767.26,1768.76,5029.6359,2025-04-24 23:30:00+00:00,2025-04-24 20:30:00-03:00,2025-04-24,20:30:00,0.2259721804511302,19.482121980839985,False,False,-
1745538300000,1768.76,1770.18,1767.31,1769.65,1722.5193,2025-04-24 23:45:00+00:00,2025-04-24 20:45:00-03:00,2025-04-24,20:45:00,0.30317857142857324,20.931444468137556,False,False,-
1745539200000,1769.64,1770.18,1763.2,1766.48,4169.671,2025-04-25 00:00:00+00:00,2025-04-24 21:00:00-03:00,2025-04-24,21:00:00,0.38730000000000153,18.984176917318578,False,False,-
1745540100000,1766.48,1773.6,1763.94,1771.95,2708.2322,2025-04-25 00:15:00+00:00,2025-04-24 21:15:00-03:00,2025-04-24,21:15:00,0.3229885338345896,19.174437357469163,False,False,-
1745541000000,1771.94,1775.44,1770.02,1773.42,2604.9811,2025-04-25 00:30:00+00:00,2025-04-24 21:30:00-03:00,2025-04-24,21:30:00,0.4057768796992519,20.245257620112724,False,False,-
1745541900000,1773.42,1774.21,1770.0,1774.15,2443.1533,2025-04-25 00:45:00+00:00,2025-04-24 21:45:00-03:00,2025-04-24,21:45:00,0.5094815789473686,21.155161616560562,False,False,-
1745542800000,1774.15,1790.5,1771.12,1781.49,15709.1953,2025-04-25 01:00:00+00:00,2025-04-24 22:00:00-03:00,2025-04-24,22:00:00,0.5884257518796943,26.818297093521362,False,False,-
1745543700000,1781.5,1785.64,1767.42,1768.64,6337.8086,2025-04-25 01:15:00+00:00,2025-04-24 22:15:00-03:00,2025-04-24,22:15:00,0.7291637218045078,29.192930123487542,False,False,-
1745544600000,1768.63,1773.5,1766.0,1771.83,2269.2095,2025-04-25 01:30:00+00:00,2025-04-24 22:30:00-03:00,2025-04-24,22:30:00,0.6904729323308249,30.307845626464538,False,False,-
1745545500000,1771.84,1773.12,1765.01,1765.93,3221.6264,2025-04-25 01:45:00+00:00,2025-04-24 22:45:00-03:00,2025-04-24,22:45:00,0.6620338345864626,30.579853996853863,False,False,-
1745546400000,1765.93,1770.87,1759.99,1760.29,3993.4179,2025-04-25 02:00:00+00:00,2025-04-24 23:00:00-03:00,2025-04-24,23:00:00,0.5165708646616551,27.616027567466254,False,True,SELL
1745547300000,1760.29,1760.9,1752.56,1756.53,5311.9279,2025-04-25 02:15:00+00:00,2025-04-24 23:15:00-03:00,2025-04-24,23:15:00,0.28778815789473905,26.23615305892247,False,False,-
1745548200000,1756.53,1756.98,1750.25,1751.53,5669.1135,2025-04-25 02:30:00+00:00,2025-04-24 23:30:00-03:00,2025-04-24,23:30:00,-0.13032236842104788,25.902735587367687,False,False,-
1745549100000,1751.53,1755.03,1738.6,1744.61,19783.5083,2025-04-25 02:45:00+00:00,2025-04-24 23:45:00-03:00,2025-04-24,23:45:00,-0.5275334586466194,28.79353704054573,False,False,-
1745550000000,1744.61,1749.3,1740.15,1747.71,4208.5384,2025-04-25 03:00:00+00:00,2025-04-25 00:00:00-03:00,2025-04-25,00:00:00,-0.8802424812030084,31.298898299966698,False,False,-
1745550900000,1747.71,1750.99,1747.6,1750.42,1313.8138,2025-04-25 03:15:00+00:00,2025-04-25 00:15:00-03:00,2025-04-25,00:15:00,-1.1345708646616568,32.349482561391795,False,False,-
