timestamp,open,high,low,close,volume,time_utc,time,date,hour,ha_close,ha_open,ha_high,ha_low,MA1,MA2,MA3,MA4,macroTrend,microTrend,macroTrendLabel,microTrendLabel,ADX,+DI,-DI,whale,sz,stoch_k,stoch_d,Buy_TL,Sell_TL,signal_tl
1745201700000,1632.29,1641.2,1630.86,1634.41,11217.3999,2025-04-21 02:15:00+00:00,2025-04-20 23:15:00-03:00,2025-04-20,23:15:00,1634.6899999999998,1625.4192479503154,1641.2,1625.4192479503154,1616.474555681102,1595.897471095698,1592.6107190651696,1590.4829934552672,True,True,UP,UP,,41.82893208260337,18.407226951952968,TOP,0.0,0.0,0.0,False,False,-
1745202600000,1634.41,1645.45,1625.07,1629.7,13308.3424,2025-04-21 02:30:00+00:00,2025-04-20 23:30:00-03:00,2025-04-20,23:30:00,1633.6575,1630.0546239751575,1645.45,1625.07,1619.598727375447,1597.246043556566,1593.4235266084336,1590.9125905353144,True,True,UP,UP,,35.1276036336727,20.35990364784203,-,0.0,0.0,0.0,False,False,-
1745203500000,1629.7,1634.41,1627.28,1632.66,6457.2931,2025-04-21 02:45:00+00:00,2025-04-20 23:45:00-03:00,2025-04-20,23:45:00,1631.0125,1631.8560619875789,1634.41,1627.28,1621.6739587617294,1598.451988429546,1594.1678627151973,1591.31159460959,True,True,UP,UP,,34.44007100409027,20.189858763602476,-,0.0,0.0,0.0,False,False,-
1745204400000,1632.66,1641.25,1632.01,1636.35,7686.9502,2025-04-21 03:00:00+00:00,2025-04-21 00:00:00-03:00,2025-04-21,00:00:00,1635.5675,1631.4342809937893,1641.25,1631.4342809937893,1624.2000571686876,1599.777542414205,1594.987657512916,1591.7519518771564,True,True,UP,UP,,36.97230914565725,18.639664639546318,-,0.0,0.0,0.0,False,False,-
1745205300000,1636.34,1641.83,1633.91,1635.52,5737.5553,2025-04-21 03:15:00+00:00,2025-04-21 00:15:00-03:00,2025-04-21,00:15:00,1636.9,1633.5008904968947,1641.83,1633.5008904968947,1626.5091376834716,1601.1033444708405,1595.817604888898,1592.2011861868366,True,True,UP,UP,,34.82637141419218,19.25084477676311,-,0.0,0.0,0.0,False,False,-
1745206200000,1635.53,1642.92,1635.53,1637.84,6655.0274,2025-04-21 03:30:00+00:00,2025-04-21 00:30:00-03:00,2025-04-21,00:30:00,1637.955,1635.2004452484475,1642.92,1635.2004452484475,1628.590203559204,1602.4194750254533,1596.652008752484,1592.6564480158233,True,True,UP,UP,21.078376173274858,31.194437618352374,20.28939418031463,-,0.0,73.62768900864896,0.0,False,False,-
1745207100000,1637.85,1638.88,1633.6,1634.54,12118.7396,2025-04-21 03:45:00+00:00,2025-04-21 00:45:00-03:00,2025-04-21,00:45:00,1636.2175,1636.5777226242237,1638.88,1633.6,1629.9769847302578,1603.6265473459728,1597.4354838266922,1593.0898913191486,True,True,UP,UP,19.725781108330374,22.064403152057526,24.010117715730882,-,0.0,25.40092544368191,0.0,False,False,-
1745208000000,1634.55,1641.2,1634.3,1637.7,5933.0367,2025-04-21 04:00:00+00:00,2025-04-21 01:00:00-03:00,2025-04-21,01:00:00,1636.9375,1636.3976113121118,1641.2,1634.3,1631.2425329611199,1604.8162242264739,1598.217701968738,1593.5261859328887,True,True,UP,UP,21.25640918272035,25.365138639258564,16.319123318268122,-,0.0,21.60690556831553,40.211840006882134,False,False,-
1745208900000,1637.69,1637.7,1632.41,1632.76,5098.811,2025-04-21 04:15:00+00:00,2025-04-21 01:15:00-03:00,2025-04-21,01:15:00,1635.14,1636.6675556560558,1637.7,1632.41,1631.9511633318252,1605.8992162183856,1598.9488365832185,1593.9402537345516,True,True,UP,UP,22.745040295055112,26.551226551226392,17.001844849945872,-,0.0,16.84069696584384,21.282842659280426,False,False,-
1745209800000,1632.76,1636.39,1631.3,1634.13,3835.0762,2025-04-21 04:30:00+00:00,2025-04-21 01:30:00-03:00,2025-04-21,01:30:00,1633.645,1635.903777828028,1636.39,1631.3,1632.2591336351295,1606.890137067729,1599.635889324145,1594.3353258366953,True,True,UP,UP,23.88980567905202,27.681819047437493,17.96956828093147,-,0.0,7.877072705957544,15.441558413372306,False,False,-
1745210700000,1634.14,1641.3,1633.77,1640.08,6357.3928,2025-04-21 04:45:00+00:00,2025-04-21 01:45:00-03:00,2025-04-21,01:45:00,1637.3225,1634.774388914014,1641.3,1633.77,1633.1797457014695,1607.9770071724529,1600.3821588424787,1594.7630589129471,True,True,UP,UP,25.581593308305706,30.96091419135692,16.7376578537518,-,0.0,8.017509749436508,10.911759807079298,False,False,-
1745211600000,1640.09,1641.82,1637.6,1638.39,4875.1307,2025-04-21 05:00:00+00:00,2025-04-21 02:00:00-03:00,2025-04-21,02:00:00,1639.4750000000001,1636.048444457007,1641.82,1636.048444457007,1634.3243373921114,1609.1019354877224,1601.1562745089643,1595.2079538491369,True,True,UP,UP,25.998175985270766,27.58488025391909,20.105799749927723,-,0.0,0.0,5.298194151798017,False,False,-
1745212500000,1638.4,1640.77,1638.4,1640.45,2533.1395,2025-04-21 05:15:00+00:00,2025-04-21 02:15:00-03:00,2025-04-21,02:15:00,1639.5049999999999,1637.7617222285035,1640.77,1637.7617222285035,1635.266276048091,1610.1877592203039,1601.9156552117572,1595.6487204775037,True,True,UP,UP,23.863566742172033,22.162060064219414,22.60698020944823,-,0.0,0.0,2.6725032498121686,False,False,-
1745213400000,1640.46,1641.1,1637.43,1639.98,2793.3763,2025-04-21 05:30:00+00:00,2025-04-21 02:30:00-03:00,2025-04-21,02:30:00,1639.7424999999998,1638.6333611142518,1641.1,1637.43,1636.080134948438,1611.2432856767216,1602.6647016432075,1596.0874645523545,True,True,UP,UP,23.07886396752934,13.509361497839334,26.78828612578013,-,0.0,0.0,0.0,False,False,-
1745214300000,1639.99,1656.79,1639.75,1648.21,35068.2931,2025-04-21 05:45:00+00:00,2025-04-21 02:45:00-03:00,2025-04-21,02:45:00,1646.185,1639.1879305571258,1656.79,1639.1879305571258,1637.9173831396308,1612.49120404541,1603.5264897294805,1596.5859474921322,True,True,UP,UP,21.364447196843713,26.84527433867775,19.890399837629502,-,0.0,19.688021216772654,6.562673738924218,False,False,-
1745215200000,1648.21,1651.14,1646.83,1649.39,4813.4745,2025-04-21 06:00:00+00:00,2025-04-21 03:00:00-03:00,2025-04-21,03:00:00,1648.8925000000002,1642.686465278563,1651.14,1642.686465278563,1639.9128589324253,1613.7912503295026,1604.4248265665203,1597.1064107011657,True,True,UP,UP,20.327014074093434,31.184344955858496,24.457076991590977,TOP,0.0,49.78360960099771,23.15721027259012,False,False,-
1745216100000,1649.39,1658.75,1644.56,1650.92,18903.4187,2025-04-21 06:15:00+00:00,2025-04-21 03:15:00-03:00,2025-04-21,03:15:00,1650.9050000000002,1645.7894826392817,1658.75,1644.56,1641.9114300356207,1615.1167413891633,1605.3452260404506,1597.6417200474227,True,True,UP,UP,20.446706417113017,36.46120447837603,20.616142644583796,-,0.0,46.371247160279985,38.61429265935012,False,False,-
1745217000000,1650.93,1651.69,1646.35,1648.02,4827.19,2025-04-21 06:30:00+00:00,2025-04-21 03:30:00-03:00,2025-04-21,03:30:00,1649.2475,1648.347241319641,1651.69,1646.35,1643.245260938235,1616.3356970538362,1606.2145780000455,1598.1552103952097,True,True,UP,UP,19.10901515281294,31.282340283825597,23.48480967262663,-,16.40800131578949,18.97884515529539,38.37790063885769,False,False,-
1745217900000,1648.01,1649.98,1647.36,1647.91,3036.2197,2025-04-21 06:45:00+00:00,2025-04-21 03:45:00-03:00,2025-04-21,03:45:00,1648.3149999999998,1648.7973706598204,1649.98,1647.36,1644.1670316767377,1617.4778150161992,1607.048249722817,1598.654312779337,True,True,UP,UP,18.206844541377574,33.07871498997724,23.869115336691905,-,15.205581578947381,24.294741556756364,29.881611290777244,False,False,-
1745218800000,1647.9,1650.38,1642.04,1645.99,5195.2681,2025-04-21 07:00:00+00:00,2025-04-21 04:00:00-03:00,2025-04-21,04:00:00,1646.5774999999999,1648.55618532991,1650.38,1642.04,1644.6052986446034,1618.5170894799064,1607.8310071540484,1599.1311604133737,True,True,UP,UP,17.303296334337045,32.74170196793338,27.593972867177648,-,13.889152631578945,5.394714429328234,16.222767047126663,False,False,-
1745219700000,1646.0,1646.99,1641.5,1643.7,3856.3753,2025-04-21 07:15:00+00:00,2025-04-21 04:15:00-03:00,2025-04-21,04:15:00,1644.5475,1647.566842664955,1647.566842664955,1641.5,1644.59478980013,1619.4467469984813,1608.5580664183246,1599.5830642898575,True,True,UP,UP,17.80745613148482,32.668129046064465,26.044620405542517,-,12.450956578947357,16.89918339603468,15.529546460706426,False,False,-
1745220600000,1643.7,1648.0,1642.81,1647.11,4645.9982,2025-04-21 07:30:00+00:00,2025-04-21 04:30:00-03:00,2025-04-21,04:30:00,1645.405,1646.0571713324775,1648.0,1642.81,1644.742100745561,1620.3738274628213,1609.2877086674666,1600.039003948665,True,True,UP,UP,16.5968697666609,30.74826966047156,27.957926862498994,-,11.36432236842104,18.644814036828762,13.646237287397225,False,False,-
1745221500000,1647.12,1648.96,1644.9,1645.92,2903.6864,2025-04-21 07:45:00+00:00,2025-04-21 04:45:00-03:00,2025-04-21,04:45:00,1646.725,1645.7310856662389,1648.96,1644.9,1645.1026278827317,1621.3149407677206,1610.029041169101,1600.5035412228076,True,True,UP,UP,15.342560368489584,31.166105065458364,28.558802408440567,-,10.131460526315758,66.46332138480379,34.00243960588907,False,False,-
1745222400000,1645.92,1649.31,1645.7,1646.68,2699.6122,2025-04-21 08:00:00+00:00,2025-04-21 05:00:00-03:00,2025-04-21,05:00:00,1646.9025000000001,1646.2280428331194,1649.31,1645.7,1645.4298773585988,1622.2287821688735,1610.759208670703,1600.9652224046704,True,True,UP,UP,14.177747599661254,31.68416914696435,28.685348458471246,-,9.080897368421015,62.550180518682495,49.219438646771685,False,False,-
1745223300000,1646.68,1649.06,1643.76,1646.71,2217.601,2025-04-21 08:15:00+00:00,2025-04-21 05:15:00-03:00,2025-04-21,05:15:00,1646.5525,1646.5652714165599,1649.06,1643.76,1645.6339905661262,1623.0974863771282,1611.4679867168277,1601.4188271568628,True,True,UP,UP,12.635786679174513,26.880479926165062,31.70281495154583,-,8.120392105263122,16.34081752841041,48.45143981063223,False,False,-
1745224200000,1646.71,1647.67,1645.47,1646.89,2015.205,2025-04-21 08:30:00+00:00,2025-04-21 05:30:00-03:00,2025-04-21,05:30:00,1646.6850000000002,1646.5588857082798,1647.67,1645.47,1645.8250831904668,1623.9398975779452,1612.1653533164945,1601.869236836894,True,True,UP,UP,11.81799942339708,27.612360382780608,30.053624862975155,-,7.27253289473682,47.45349185412083,42.11482996707125,False,False,-
1745225100000,1646.9,1649.45,1645.2,1649.16,3348.6046,2025-04-21 08:45:00+00:00,2025-04-21 05:45:00-03:00,2025-04-21,05:45:00,1647.6775,1646.62194285414,1649.45,1645.2,1646.1618862467456,1624.7876690930186,1612.8685641419104,1602.3250404504574,True,True,UP,UP,11.821837294206762,29.074047239530252,28.471236052745752,-,6.704653947368421,49.41885099435652,37.73772012562926,False,False,-
1745226000000,1649.15,1655.0,1645.52,1646.4,8866.7434,2025-04-21 09:00:00+00:00,2025-04-21 06:00:00-03:00,2025-04-21,06:00:00,1649.0175,1647.1497214270698,1655.0,1645.52,1646.6810887473373,1625.6530201968394,1613.5843846539517,1602.7896420380152,True,True,UP,UP,10.39555372600481,33.26726221184355,25.62111379619294,TOP,5.927426315789475,5.144702512844537,34.0056817871073,False,False,-
1745226900000,1646.4,1646.75,1642.6,1643.36,3654.0029,2025-04-21 09:15:00+00:00,2025-04-21 06:15:00-03:00,2025-04-21,06:15:00,1644.7775,1648.0836107135349,1648.0836107135349,1642.6,1646.3349817023668,1626.3360373326666,1614.2020701063486,1603.207431669478,True,True,UP,UP,11.326400249192748,18.344230592135215,32.550572489793176,TOP,4.891365789473682,0.0,18.187851169067024,False,False,-
1745227800000,1643.35,1644.75,1639.47,1641.96,4815.224,2025-04-21 09:30:00+00:00,2025-04-21 06:30:00-03:00,2025-04-21,06:30:00,1642.3825,1646.4305553567674,1646.4305553567674,1639.47,1645.6163486655728,1626.9091252850715,1614.7600984210744,1603.5972333444086,True,True,UP,UP,11.914229143462403,18.265175132954056,27.581147991930877,-,3.7217394736842033,0.0,1.7149008376148505,False,False,-
1745228700000,1641.97,1644.0,1641.53,1642.58,2372.1684,2025-04-21 09:45:00+00:00,2025-04-21 06:45:00-03:00,2025-04-21,06:45:00,1642.52,1644.4065276783836,1644.4065276783836,1641.53,1645.053376180923,1627.4666565248904,1615.3097994424393,1603.984524554912,True,True,UP,UP,13.796737871041612,10.460221191580304,35.1337852301103,-,2.6378078947368224,0.0,0.0,False,False,-
1745229600000,1642.58,1643.42,1637.75,1639.39,3827.1761,2025-04-21 10:00:00+00:00,2025-04-21 07:00:00-03:00,2025-04-21,07:00:00,1640.785,1643.4632638391918,1643.4632638391918,1637.75,1644.2773077843913,1627.9423116490013,1615.8142588594208,1604.3506984399378,True,True,UP,UP,16.837346672716745,10.411192386904206,37.795611107165435,-,1.331667105263134,0.0,0.0,False,False,-
1745230500000,1639.39,1640.6,1631.4,1632.75,12172.2418,2025-04-21 10:15:00+00:00,2025-04-21 07:15:00-03:00,2025-04-21,07:15:00,1636.0349999999999,1642.124131919596,1642.124131919596,1631.4,1642.7787063690473,1628.2313362329655,1616.2146695750757,1604.6659651221275,True,True,UP,UP,20.159219088973035,9.498509783594557,41.40209926137072,-,-0.363427631578958,0.0,0.0,False,False,-
1745231400000,1632.75,1633.22,1628.29,1631.84,7657.1419,2025-04-21 10:30:00+00:00,2025-04-21 07:30:00-03:00,2025-04-21,07:30:00,1631.525,1639.079565959798,1639.079565959798,1628.29,1640.7325779383114,1628.3489670817883,1616.5178444349751,1604.9332192005145,True,True,UP,UP,23.867889095332607,9.572314724126601,38.8377407770161,BOTTOM,-1.9278171052631874,1.9275571242545961,0.6425190414182035,False,False,-
1745232300000,1631.83,1636.0,1630.86,1635.7,2904.8123,2025-04-21 10:45:00+00:00,2025-04-21 07:45:00-03:00,2025-04-21,07:45:00,1633.5974999999999,1635.302282979899,1636.0,1630.86,1639.4352910404364,1628.5364146860102,1616.8560554362627,1605.2184359248877,True,True,UP,UP,26.530853135144646,13.263365037717168,38.30764184978692,BOTTOM,-2.928321052631608,27.520324418621268,9.815960514291959,False,False,-
1745233200000,1635.7,1636.17,1630.1,1630.24,3770.8989,2025-04-21 11:00:00+00:00,2025-04-21 08:00:00-03:00,2025-04-21,08:00:00,1633.0524999999998,1634.4498914899496,1636.17,1630.1,1638.2747835785387,1628.697703447224,1617.176777110792,1605.4953917863315,True,True,UP,UP,29.607978409394946,13.111990143310937,37.15712340315166,-,-4.302769736842138,0.0,9.81596051429196,False,False,-
1745234100000,1630.23,1630.24,1617.85,1624.58,9256.2546,2025-04-21 11:15:00+00:00,2025-04-21 08:15:00-03:00,2025-04-21,08:15:00,1625.725,1633.7511957449747,1633.7511957449747,1617.85,1635.993004746077,1628.5915354669662,1617.3460488511723,1605.6966814202985,True,True,UP,UP,33.48667069378806,11.456415195897794,43.978582962690126,-,-5.677038157894768,0.0,9.173441472873762,False,False,-
1745235000000,1624.58,1625.33,1622.0,1625.18,3845.9376,2025-04-21 11:30:00+00:00,2025-04-21 08:30:00-03:00,2025-04-21,08:30:00,1624.2725,1629.7380978724873,1629.7380978724873,1622.0,1633.8620038831539,1628.4372842002888,1617.483206299664,1605.881515436017,True,True,UP,UP,37.511585031367005,11.441505163389339,47.71254774366966,BOTTOM,-6.805732894736844,0.0,0.0,False,False,-
1745235900000,1625.18,1626.68,1623.05,1626.34,4171.813,2025-04-21 11:45:00+00:00,2025-04-21 08:45:00-03:00,2025-04-21,08:45:00,1625.3125,1627.0052989362437,1627.0052989362437,1623.05,1632.3075486316711,1628.3256847645641,1617.6382418184826,1606.074858566007,True,True,UP,UP,40.898625571344915,13.219136603512439,46.39386336765,-,-7.654911842105269,5.185566194317375,1.728522064772463,False,False,-
1745236800000,1626.34,1631.57,1626.0,1630.9,3986.3927,2025-04-21 12:00:00+00:00,2025-04-21 09:00:00-03:00,2025-04-21,09:00:00,1628.7024999999999,1626.158899468122,1631.57,1626.0,1631.6520852440945,1628.339142451544,1617.8573360398987,1606.3000092270418,True,True,UP,UP,43.481502203870626,18.016528925619735,42.43526170798897,-,-7.921703947368415,22.656605078961345,9.280723757759578,False,False,-
1745237700000,1630.89,1631.69,1627.39,1628.12,2971.3755,2025-04-21 12:15:00+00:00,2025-04-21 09:15:00-03:00,2025-04-21,09:15:00,1629.5225,1627.430699734061,1631.69,1627.39,1631.2648879269864,1628.3814052211317,1618.0883293856432,1606.5310787869716,True,True,UP,UP,46.72829646895603,16.04625550660787,43.94273127753316,-,-8.378144736842108,11.56030224032597,13.134157837868235,False,False,-
1745238600000,1628.11,1630.22,1626.6,1627.2,3215.506,2025-04-21 12:30:00+00:00,2025-04-21 09:30:00-03:00,2025-04-21,09:30:00,1628.0325,1628.4765998670305,1630.22,1626.6,1630.6771810311707,1628.368944320377,1618.2852436552344,1606.7450232766537,True,True,UP,UP,50.351537647090495,10.619260654579676,47.904403108076586,-,-8.802078947368418,30.556034510490647,21.590980609925992,False,False,-
1745239500000,1627.19,1628.35,1623.58,1623.71,2128.9457,2025-04-21 12:45:00+00:00,2025-04-21 09:45:00-03:00,2025-04-21,09:45:00,1625.7075,1628.2545499335151,1628.35,1623.58,1629.7736026618668,1628.2738927375067,1618.432219028398,1606.933704637085,True,True,UP,UP,52.91362512180007,10.829306360116433,48.971996278176526,-,-9.455831578947349,34.315173681281436,25.477170144032687,False,False,-
1745240400000,1623.7,1624.55,1618.34,1621.11,4519.9274,2025-04-21 13:00:00+00:00,2025-04-21 10:00:00-03:00,2025-04-21,10:00:00,1621.925,1626.9810249667576,1626.9810249667576,1618.34,1628.3465839960727,1628.04714656831,1618.5013830080338,1607.082871755124,True,True,UP,UP,56.12321349952403,10.567938841861647,50.26214815031806,-,-10.223915789473692,29.728617995442754,31.533275395738286,False,False,-
1745241300000,1621.11,1627.27,1620.44,1627.27,3483.1932,2025-04-21 13:15:00+00:00,2025-04-21 10:15:00-03:00,2025-04-21,10:15:00,1624.0225,1624.4530124833786,1627.27,1620.44,1627.5603869058777,1627.9034091908704,1618.6107120573797,1607.2514252699984,True,False,UP,DOWN,56.2109585999393,13.086247735822763,45.52319910826287,BOTTOM,-10.236651315789466,83.06681746610435,49.03686971427618,False,False,-
1745242200000,1627.27,1630.5,1617.0,1623.62,8304.5783,2025-04-21 13:30:00+00:00,2025-04-21 10:30:00-03:00,2025-04-21,10:30:00,1624.5975,1624.2377562416893,1630.5,1617.0,1627.021680195718,1627.7853410054822,1618.7292623136693,1607.424023028506,True,False,UP,DOWN,56.085777908003124,12.035779275700342,41.52036291872819,-,-10.479435526315784,81.06350511236083,64.61964685796931,False,False,-
1745243100000,1623.62,1626.04,1611.51,1611.88,8287.9248,2025-04-21 13:45:00+00:00,2025-04-21 10:45:00-03:00,2025-04-21,10:45:00,1618.2625,1624.4176281208447,1626.04,1611.51,1625.4291019783145,1627.4452395410008,1618.7200194955767,1607.531868570511,True,False,UP,DOWN,55.48742625137519,11.432744978697512,38.60255629945276,-,-11.585189473684187,61.15895855830603,75.0964270455904,False,False,-
1745244000000,1611.87,1620.8,1608.6,1620.8,9774.9332,2025-04-21 14:00:00+00:00,2025-04-21 11:00:00-03:00,2025-04-21,11:00:00,1615.5175000000002,1621.3400640604223,1621.3400640604223,1608.6,1623.626992527712,1627.019248843108,1618.6566032679414,1607.61132758971,True,False,UP,DOWN,55.035248217542616,10.957369857899518,36.81078936929832,BOTTOM,-11.341373684210497,100.0,80.74082122355563,False,False,-
