timestamp,open,high,low,close,volume,time_utc,time,date,hour,ha_close,ha_open,ha_high,ha_low,MA1,MA2,MA3,MA4,macroTrend,microTrend,macroTrendLabel,microTrendLabel,ADX,+DI,-DI,Buy_TL,Sell_TL,whale
1745091000000,1615.43,1617.4,1615.02,1616.41,1488.6312,2025-04-19 19:30:00+00:00,2025-04-19 16:30:00-03:00,2025-04-19,16:30:00,1616.065,1615.92,1617.4,1615.02,1616.065,1616.065,1616.065,1616.065,True,True,UP,UP,,,,False,False,-
1745091900000,1616.41,1617.5,1613.81,1614.79,1046.9199,2025-04-19 19:45:00+00:00,2025-04-19 16:45:00-03:00,2025-04-19,16:45:00,1615.6274999999998,1615.9925,1617.5,1613.81,1615.9854545454546,1616.049375,1616.0563366336635,1616.0606467661692,False,False,DOWN,DOWN,,,,False,False,-
1745092800000,1614.8,1615.7,1612.38,1612.6,2587.7199,2025-04-19 20:00:00+00:00,2025-04-19 17:00:00-03:00,2025-04-19,17:00:00,1613.87,1615.81,1615.81,1612.38,1615.600826446281,1615.9715401785713,1616.0130428389373,1616.0388492859088,False,False,DOWN,DOWN,,,,False,False,-
1745093700000,1612.59,1614.31,1611.06,1614.11,1290.3844,2025-04-19 20:15:00+00:00,2025-04-19 17:15:00-03:00,2025-04-19,17:15:00,1613.0174999999997,1614.84,1614.84,1611.06,1615.1311307287751,1615.8660387436223,1615.9537251589584,1616.0087861089346,False,False,DOWN,DOWN,,,,False,False,-
1745094600000,1614.1,1617.0,1613.63,1616.51,1212.634,2025-04-19 20:30:00+00:00,2025-04-19 17:30:00-03:00,2025-04-19,17:30:00,1615.31,1613.9287499999998,1617.0,1613.63,1615.1636524144524,1615.8461802170643,1615.9409781261077,1616.0018330133234,False,False,DOWN,DOWN,,,,False,False,-
1745095500000,1616.51,1616.53,1614.0,1614.01,1152.4976,2025-04-19 20:45:00+00:00,2025-04-19 17:45:00-03:00,2025-04-19,17:45:00,1615.2625,1614.6193749999998,1616.53,1614.0,1615.1816247027336,1615.8253344950263,1615.9275429156896,1615.9944764659272,False,False,DOWN,DOWN,,,,False,False,-
1745096400000,1614.01,1620.0,1614.0,1619.61,1174.1806,2025-04-19 21:00:00+00:00,2025-04-19 18:00:00-03:00,2025-04-19,18:00:00,1616.905,1614.9409375,1620.0,1614.0,1615.494965665873,1615.8638939773468,1615.9468985015176,1616.0035364015898,False,False,DOWN,DOWN,,,,False,False,-
1745097300000,1619.6,1622.37,1617.77,1617.78,2491.9416,2025-04-19 21:15:00+00:00,2025-04-19 18:15:00-03:00,2025-04-19,18:15:00,1619.3799999999999,1615.92296875,1622.37,1615.92296875,1616.201335544805,1615.9894691924417,1616.0148807094083,1616.0371330543103,False,True,DOWN,UP,,,,False,False,-
1745098200000,1617.77,1620.0,1615.64,1618.05,1689.7832,2025-04-19 21:30:00+00:00,2025-04-19 18:30:00-03:00,2025-04-19,18:30:00,1617.865,1617.651484375,1620.0,1615.64,1616.5038199912042,1616.0564524355686,1616.0515167349645,1616.055320785113,False,True,DOWN,UP,,,,False,False,-
1745099100000,1618.05,1621.09,1617.32,1620.77,776.6399,2025-04-19 21:45:00+00:00,2025-04-19 18:45:00-03:00,2025-04-19,18:45:00,1619.3075,1617.7582421875,1621.09,1617.32,1617.0135799928032,1616.1725612771556,1616.1159916511037,1616.087680777301,True,True,UP,UP,,,,False,False,-
