timestamp,open,high,low,close,volume,time_utc,time,date,hour,ha_open,ha_close,ha_high,ha_low,sz,sz_prev,adx,adx_prev,is_pl_sz,is_ph_sz,is_ph_adx,rsi,rsi_ok,Buy_TL,Sell_TL,signal_tl
1747527300000,2479.99,2481.6,2473.36,2477.38,1710.5895,2025-05-18 00:15:00+00:00,2025-05-17 21:15:00-03:00,2025-05-17,21:15:00,2479.99,2478.0825000000004,2481.6,2473.36,,,,,,,,,,,,-
1747528200000,2477.39,2478.7,2472.3,2473.1,1918.6929,2025-05-18 00:30:00+00:00,2025-05-17 21:30:00-03:00,2025-05-17,21:30:00,2479.03625,2475.3725,2479.03625,2472.3,,,,,,,,,,,,-
1747529100000,2473.1,2486.0,2471.98,2482.78,2371.7483,2025-05-18 00:45:00+00:00,2025-05-17 21:45:00-03:00,2025-05-17,21:45:00,2477.2043750000003,2478.465,2486.0,2471.98,,,,,,,,,,,,-
1747530000000,2482.78,2484.18,2478.14,2478.51,1352.7564,2025-05-18 01:00:00+00:00,2025-05-17 22:00:00-03:00,2025-05-17,22:00:00,2477.8346875,2480.9025,2484.18,2477.8346875,,,,,,,,,,,,-
1747530900000,2478.5,2483.75,2475.21,2476.17,2009.2253,2025-05-18 01:15:00+00:00,2025-05-17 22:15:00-03:00,2025-05-17,22:15:00,2479.3685937500004,2478.4075000000003,2483.75,2475.21,,,,,,,,,,,,-
1747531800000,2476.17,2480.92,2472.93,2476.71,1296.1274,2025-05-18 01:30:00+00:00,2025-05-17 22:30:00-03:00,2025-05-17,22:30:00,2478.8880468750003,2476.6825,2480.92,2472.93,,,,,,,,,,,,-
1747532700000,2476.71,2487.19,2474.56,2485.11,2095.9561,2025-05-18 01:45:00+00:00,2025-05-17 22:45:00-03:00,2025-05-17,22:45:00,2477.7852734375,2480.8925,2487.19,2474.56,,,,,,,,,,,,-
1747533600000,2485.11,2487.44,2482.6,2483.99,1843.0972,2025-05-18 02:00:00+00:00,2025-05-17 23:00:00-03:00,2025-05-17,23:00:00,2479.33888671875,2484.785,2487.44,2479.33888671875,,,,,,,,,,,,-
1747534500000,2483.99,2484.85,2481.15,2483.91,1779.6949,2025-05-18 02:15:00+00:00,2025-05-17 23:15:00-03:00,2025-05-17,23:15:00,2482.0619433593747,2483.475,2484.85,2481.15,,,,,,,,,,,,-
1747535400000,2483.91,2485.61,2476.1,2477.61,1842.8255,2025-05-18 02:30:00+00:00,2025-05-17 23:30:00-03:00,2025-05-17,23:30:00,2482.7684716796875,2480.8075000000003,2485.61,2476.1,,,,,,,,,,,,-
1747536300000,2477.61,2483.89,2477.28,2481.2,1769.9256,2025-05-18 02:45:00+00:00,2025-05-17 23:45:00-03:00,2025-05-17,23:45:00,2481.7879858398437,2479.995,2483.89,2477.28,,,,,,,,,,,,-
1747537200000,2481.19,2486.87,2475.14,2478.44,3371.4718,2025-05-18 03:00:00+00:00,2025-05-18 00:00:00-03:00,2025-05-18,00:00:00,2480.891492919922,2480.41,2486.87,2475.14,,,,,,,,,,,,-
1747538100000,2478.45,2478.79,2467.75,2468.77,3724.5866,2025-05-18 03:15:00+00:00,2025-05-18 00:15:00-03:00,2025-05-18,00:15:00,2480.650746459961,2473.44,2480.650746459961,2467.75,,,,,,,,,,,,-
1747539000000,2468.78,2481.41,2468.4,2480.16,3111.0411,2025-05-18 03:30:00+00:00,2025-05-18 00:30:00-03:00,2025-05-18,00:30:00,2477.04537322998,2474.6875,2481.41,2468.4,,,,,,,,,,,,-
1747539900000,2480.15,2481.8,2476.4,2477.2,1275.0793,2025-05-18 03:45:00+00:00,2025-05-18 00:45:00-03:00,2025-05-18,00:45:00,2475.86643661499,2478.8875,2481.8,2475.86643661499,,,,,,,,,,,,-
1747540800000,2477.2,2484.12,2477.2,2482.2,1570.78,2025-05-18 04:00:00+00:00,2025-05-18 01:00:00-03:00,2025-05-18,01:00:00,2477.376968307495,2480.18,2484.12,2477.2,,,,,,,,,,,,-
1747541700000,2482.2,2484.18,2480.5,2481.89,881.6904,2025-05-18 04:15:00+00:00,2025-05-18 01:15:00-03:00,2025-05-18,01:15:00,2478.7784841537477,2482.1924999999997,2484.18,2478.7784841537477,,,,,,,,,,,,-
1747542600000,2481.89,2488.63,2481.08,2487.83,1371.1756,2025-05-18 04:30:00+00:00,2025-05-18 01:30:00-03:00,2025-05-18,01:30:00,2480.485492076874,2484.8575,2488.63,2480.485492076874,,,,,,,,,,,,-
1747543500000,2487.82,2489.2,2483.92,2485.91,1595.3799,2025-05-18 04:45:00+00:00,2025-05-18 01:45:00-03:00,2025-05-18,01:45:00,2482.671496038437,2486.7125,2489.2,2482.671496038437,,,,,,,,,,,,-
1747544400000,2485.91,2493.93,2485.71,2492.44,2899.5499,2025-05-18 05:00:00+00:00,2025-05-18 02:00:00-03:00,2025-05-18,02:00:00,2484.6919980192188,2489.4975,2493.93,2484.6919980192188,,,,,,,,,,,,-
1747545300000,2492.45,2507.01,2492.45,2502.51,6277.3111,2025-05-18 05:15:00+00:00,2025-05-18 02:15:00-03:00,2025-05-18,02:15:00,2487.0947490096096,2498.605,2507.01,2487.0947490096096,,,,,,,,,,,,-
1747546200000,2502.51,2506.29,2496.3,2497.98,3444.8029,2025-05-18 05:30:00+00:00,2025-05-18 02:30:00-03:00,2025-05-18,02:30:00,2492.8498745048046,2500.77,2506.29,2492.8498745048046,,,,,,,,,,,,-
1747547100000,2497.98,2515.44,2497.5,2512.6,5791.9621,2025-05-18 05:45:00+00:00,2025-05-18 02:45:00-03:00,2025-05-18,02:45:00,2496.809937252402,2505.88,2515.44,2496.809937252402,,,,,,,,,,,,-
1747548000000,2512.6,2513.9,2506.02,2509.61,3538.7902,2025-05-18 06:00:00+00:00,2025-05-18 03:00:00-03:00,2025-05-18,03:00:00,2501.344968626201,2510.5325000000003,2513.9,2501.344968626201,,,,,,,,,,,,-
1747548900000,2509.61,2511.56,2501.5,2504.87,2456.5162,2025-05-18 06:15:00+00:00,2025-05-18 03:15:00-03:00,2025-05-18,03:15:00,2505.9387343131007,2506.885,2511.56,2501.5,,,,,,,,,,,,-
1747549800000,2504.86,2504.86,2494.79,2499.01,3639.5041,2025-05-18 06:30:00+00:00,2025-05-18 03:30:00-03:00,2025-05-18,03:30:00,2506.41186715655,2500.88,2506.41186715655,2494.79,,,60.53852598749995,62.52880799954908,False,False,False,64.99034778205352,True,False,False,-
1747550700000,2499.01,2499.5,2492.7,2497.28,2751.6689,2025-05-18 06:45:00+00:00,2025-05-18 03:45:00-03:00,2025-05-18,03:45:00,2503.645933578275,2497.1225,2503.645933578275,2492.7,,,58.55270048219893,60.53852598749995,False,False,False,59.34117253387347,True,False,False,-
1747551600000,2497.25,2502.7,2494.56,2501.72,3256.2641,2025-05-18 07:00:00+00:00,2025-05-18 04:00:00-03:00,2025-05-18,04:00:00,2500.3842167891376,2499.0575,2502.7,2494.56,,,56.59753195871167,58.55270048219893,False,False,False,61.21104065815093,True,False,False,-
1747552500000,2501.72,2507.49,2501.71,2506.11,2626.3435,2025-05-18 07:15:00+00:00,2025-05-18 04:15:00-03:00,2025-05-18,04:15:00,2499.7208583945685,2504.2574999999997,2507.49,2499.7208583945685,,,54.72225478755746,56.59753195871167,False,False,False,65.76726207383768,True,False,False,-
1747553400000,2506.11,2506.28,2501.55,2504.44,2002.5111,2025-05-18 07:30:00+00:00,2025-05-18 04:30:00-03:00,2025-05-18,04:30:00,2501.989179197284,2504.5950000000003,2506.28,2501.55,,,52.939910780720695,54.72225478755746,False,False,False,66.04602972375838,True,False,False,-
1747554300000,2504.44,2511.34,2502.26,2509.3,2332.3,2025-05-18 07:45:00+00:00,2025-05-18 04:45:00-03:00,2025-05-18,04:45:00,2503.292089598642,2506.835,2511.34,2502.26,,,51.18750534418963,52.939910780720695,False,False,False,67.91361504877833,True,False,False,-
