timestamp,open,high,low,close,volume,time_utc,time,date,hour,ha_open,ha_close,ha_high,ha_low,sz,sz_prev,adx,adx_prev,is_pl_sz,is_ph_sz,is_ph_adx,rsi,rsi_ok,Buy_TL,Sell_TL,signal_tl
1747530000000,2482.78,2484.18,2475.21,2476.17,3361.9817,2025-05-18 01:00:00+00:00,2025-05-17 22:00:00-03:00,2025-05-17,22:00:00,2482.78,2479.585,2484.18,2475.21,,,,,,,,,,,,-
1747531800000,2476.17,2487.19,2472.93,2485.11,3392.0835,2025-05-18 01:30:00+00:00,2025-05-17 22:30:00-03:00,2025-05-17,22:30:00,2481.1825,2480.3500000000004,2487.19,2472.93,,,,,,,,,,,,-
1747533600000,2485.11,2487.44,2481.15,2483.91,3622.7921,2025-05-18 02:00:00+00:00,2025-05-17 23:00:00-03:00,2025-05-17,23:00:00,2480.76625,2484.4025,2487.44,2480.76625,,,,,,,,,,,,-
1747535400000,2483.91,2485.61,2476.1,2481.2,3612.7511,2025-05-18 02:30:00+00:00,2025-05-17 23:30:00-03:00,2025-05-17,23:30:00,2482.5843750000004,2481.705,2485.61,2476.1,,,,,,,,,,,,-
1747537200000,2481.19,2486.87,2467.75,2468.77,7096.0584,2025-05-18 03:00:00+00:00,2025-05-18 00:00:00-03:00,2025-05-18,00:00:00,2482.1446875,2476.145,2486.87,2467.75,,,,,,,,,,,,-
1747539000000,2468.78,2481.8,2468.4,2477.2,4386.1204,2025-05-18 03:30:00+00:00,2025-05-18 00:30:00-03:00,2025-05-18,00:30:00,2479.1448437500003,2474.045,2481.8,2468.4,,,,,,,,,,,,-
1747540800000,2477.2,2484.18,2477.2,2481.89,2452.4704,2025-05-18 04:00:00+00:00,2025-05-18 01:00:00-03:00,2025-05-18,01:00:00,2476.594921875,2480.1175,2484.18,2476.594921875,,,,,,,,,,,,-
1747542600000,2481.89,2489.2,2481.08,2485.91,2966.5555,2025-05-18 04:30:00+00:00,2025-05-18 01:30:00-03:00,2025-05-18,01:30:00,2478.3562109375,2484.52,2489.2,2478.3562109375,,,,,,,,,,,,-
1747544400000,2485.91,2507.01,2485.71,2502.51,9176.861,2025-05-18 05:00:00+00:00,2025-05-18 02:00:00-03:00,2025-05-18,02:00:00,2481.43810546875,2495.285,2507.01,2481.43810546875,,,,,,,,,,,,-
1747546200000,2502.51,2515.44,2496.3,2512.6,9236.765,2025-05-18 05:30:00+00:00,2025-05-18 02:30:00-03:00,2025-05-18,02:30:00,2488.361552734375,2506.7125,2515.44,2488.361552734375,,,,,,,,,,,,-
1747548000000,2512.6,2513.9,2501.5,2504.87,5995.3064,2025-05-18 06:00:00+00:00,2025-05-18 03:00:00-03:00,2025-05-18,03:00:00,2497.5370263671875,2508.2174999999997,2513.9,2497.5370263671875,,,,,,,,,,,,-
1747549800000,2504.86,2504.86,2492.7,2497.28,6391.173,2025-05-18 06:30:00+00:00,2025-05-18 03:30:00-03:00,2025-05-18,03:30:00,2502.8772631835936,2499.925,2504.86,2492.7,,,,,,,,,,,,-
1747551600000,2497.25,2507.49,2494.56,2506.11,5882.6076,2025-05-18 07:00:00+00:00,2025-05-18 04:00:00-03:00,2025-05-18,04:00:00,2501.401131591797,2501.3525,2507.49,2494.56,,,,,,,,,,,,-
1747553400000,2506.11,2511.34,2501.55,2509.3,4334.8111,2025-05-18 07:30:00+00:00,2025-05-18 04:30:00-03:00,2025-05-18,04:30:00,2501.3768157958984,2507.0750000000003,2511.34,2501.3768157958984,,,,,,,,,,,,-
1747555200000,2509.29,2528.55,2509.29,2525.72,22192.1253,2025-05-18 08:00:00+00:00,2025-05-18 05:00:00-03:00,2025-05-18,05:00:00,2504.2259078979496,2518.2125,2528.55,2504.2259078979496,,,,,,,,,,,,-
1747557000000,2525.71,2528.35,2515.22,2517.59,8343.075,2025-05-18 08:30:00+00:00,2025-05-18 05:30:00-03:00,2025-05-18,05:30:00,2511.2192039489746,2521.7174999999997,2528.35,2511.2192039489746,,,,,,,,,,,,-
1747558800000,2517.6,2523.62,2515.92,2517.5,5964.3277,2025-05-18 09:00:00+00:00,2025-05-18 06:00:00-03:00,2025-05-18,06:00:00,2516.468351974487,2518.66,2523.62,2515.92,,,,,,,,,,,,-
1747560600000,2517.5,2517.53,2503.99,2507.99,6663.3915,2025-05-18 09:30:00+00:00,2025-05-18 06:30:00-03:00,2025-05-18,06:30:00,2517.5641759872433,2511.7525,2517.5641759872433,2503.99,,,,,,,,,,,,-
1747562400000,2508.0,2513.32,2501.23,2501.23,4519.6888,2025-05-18 10:00:00+00:00,2025-05-18 07:00:00-03:00,2025-05-18,07:00:00,2514.658337993622,2505.9449999999997,2514.658337993622,2501.23,,,,,,,,,,,,-
1747564200000,2501.24,2505.28,2498.11,2505.28,4811.1431,2025-05-18 10:30:00+00:00,2025-05-18 07:30:00-03:00,2025-05-18,07:30:00,2510.301668996811,2502.4775000000004,2510.301668996811,2498.11,,,,,,,,,,,,-
1747566000000,2505.28,2513.44,2503.99,2508.3,4107.7502,2025-05-18 11:00:00+00:00,2025-05-18 08:00:00-03:00,2025-05-18,08:00:00,2506.3895844984054,2507.7525,2513.44,2503.99,,,,,,,,,,,,-
1747567800000,2508.3,2511.81,2501.0,2501.75,4345.4293,2025-05-18 11:30:00+00:00,2025-05-18 08:30:00-03:00,2025-05-18,08:30:00,2507.071042249203,2505.715,2511.81,2501.0,,,,,,,,,,,,-
1747569600000,2501.74,2502.47,2488.02,2501.6,8153.8872,2025-05-18 12:00:00+00:00,2025-05-18 09:00:00-03:00,2025-05-18,09:00:00,2506.3930211246015,2498.4575,2506.3930211246015,2488.02,,,,,,,,,,,,-
1747571400000,2501.6,2508.63,2500.7,2508.26,4028.4988,2025-05-18 12:30:00+00:00,2025-05-18 09:30:00-03:00,2025-05-18,09:30:00,2502.4252605623005,2504.7974999999997,2508.63,2500.7,,,,,,,,,,,,-
1747573200000,2508.25,2514.87,2504.49,2511.77,4417.4728,2025-05-18 13:00:00+00:00,2025-05-18 10:00:00-03:00,2025-05-18,10:00:00,2503.61138028115,2509.845,2514.87,2503.61138028115,,,,,,,,,,,,-
1747575000000,2511.77,2545.0,2510.55,2542.18,15383.7322,2025-05-18 13:30:00+00:00,2025-05-18 10:30:00-03:00,2025-05-18,10:30:00,2506.728190140575,2527.375,2545.0,2506.728190140575,,,62.14013921835531,63.849384781943165,False,False,False,68.60518870961234,True,False,False,-
1747576800000,2542.19,2550.32,2529.56,2536.74,18894.9993,2025-05-18 14:00:00+00:00,2025-05-18 11:00:00-03:00,2025-05-18,11:00:00,2517.0515950702875,2539.7025,2550.32,2517.0515950702875,,,60.40966826050137,62.14013921835531,False,False,False,73.33295389036614,True,False,False,-
1747578600000,2536.74,2569.81,2535.67,2557.93,29346.5764,2025-05-18 14:30:00+00:00,2025-05-18 11:30:00-03:00,2025-05-18,11:30:00,2528.377047535144,2550.0375,2569.81,2528.377047535144,,,58.63788833148387,60.40966826050137,False,False,False,76.52470638758815,True,False,False,-
1747580400000,2557.94,2568.0,2548.2,2561.81,15431.8362,2025-05-18 15:00:00+00:00,2025-05-18 12:00:00-03:00,2025-05-18,12:00:00,2539.2072737675717,2558.9875,2568.0,2539.2072737675717,,,56.828423339856045,58.63788833148387,False,False,False,78.88195429164634,True,False,False,-
1747582200000,2561.81,2587.61,2557.99,2578.99,23856.8088,2025-05-18 15:30:00+00:00,2025-05-18 12:30:00-03:00,2025-05-18,12:30:00,2549.097386883786,2571.6,2587.61,2549.097386883786,,,55.03608774556097,56.828423339856045,False,False,False,81.6745702798992,True,False,False,-
1747584000000,2579.0,2584.0,2554.54,2564.25,19336.0924,2025-05-18 16:00:00+00:00,2025-05-18 13:00:00-03:00,2025-05-18,13:00:00,2560.348693441893,2570.4475,2584.0,2554.54,,,53.244450856823356,55.03608774556097,False,False,False,80.62538131442405,True,False,False,-
1747585800000,2564.25,2583.14,2558.14,2573.8,16481.0563,2025-05-18 16:30:00+00:00,2025-05-18 13:30:00-03:00,2025-05-18,13:30:00,2565.3980967209463,2569.8324999999995,2583.14,2558.14,,,51.44714493780919,53.244450856823356,False,False,False,80.03455037326316,True,False,False,-
