timestamp,open,high,low,close,volume,time_utc,time,date,hour,ha_close,ha_open,ha_high,ha_low,MA1,MA2,MA3,MA4,macroTrend,microTrend,macroTrendLabel,microTrendLabel,ADX,+DI,-DI,Buy_TL,Sell_TL,is_whale,is_whale_invert
1745227800000,1643.35,1644.75,1639.47,1641.96,4815.224,2025-04-21 09:30:00+00:00,2025-04-21 06:30:00-03:00,2025-04-21,06:30:00,1642.3825,1646.4289819335936,1646.4289819335936,1639.47,1645.8814729416874,1646.414367538318,1646.4828321896841,1646.5284209746874,False,False,DOWN,DOWN,,,,False,False,False,False
1745228700000,1641.97,1644.0,1641.53,1642.58,2372.1684,2025-04-21 09:45:00+00:00,2025-04-21 06:45:00-03:00,2025-04-21,06:45:00,1642.52,1644.4057409667967,1644.4057409667967,1641.53,1645.2702960431989,1646.275282983378,1646.404360265136,1646.4885361888698,False,False,DOWN,DOWN,,,,False,False,False,False
1745229600000,1642.58,1643.42,1637.75,1639.39,3827.1761,2025-04-21 10:00:00+00:00,2025-04-21 07:00:00-03:00,2025-04-21,07:00:00,1640.785,1643.4628704833983,1643.4628704833983,1637.75,1644.454787671708,1646.0792014482574,1646.2930858044401,1646.4317845850005,False,False,DOWN,DOWN,,,,False,False,False,False
1745230500000,1639.39,1640.6,1631.4,1632.75,12172.2418,2025-04-21 10:15:00+00:00,2025-04-21 07:15:00-03:00,2025-04-21,07:15:00,1636.0349999999999,1642.1239352416992,1642.1239352416992,1631.4,1642.9239171859429,1645.7204799679625,1646.089955392471,1646.328333992115,False,False,DOWN,DOWN,,9.498509783594557,34.50822858623799,False,False,False,False
1745231400000,1632.75,1633.22,1628.29,1631.84,7657.1419,2025-04-21 10:30:00+00:00,2025-04-21 07:30:00-03:00,2025-04-21,07:30:00,1631.525,1639.0794676208495,1639.0794676208495,1628.29,1640.8513867884988,1645.2134985405353,1645.801540434204,1646.181037136472,False,False,DOWN,DOWN,,9.572314724126601,38.8377407770161,False,False,False,True
1745232300000,1631.83,1636.0,1630.86,1635.7,2904.8123,2025-04-21 10:45:00+00:00,2025-04-21 07:45:00-03:00,2025-04-21,07:45:00,1633.5974999999999,1635.3022338104247,1636.0,1630.86,1639.5324982814986,1644.798641449802,1645.55987626719,1646.0558278117312,False,False,DOWN,DOWN,,13.263365037717168,38.30764184978692,False,False,False,True
1745233200000,1635.7,1636.17,1630.1,1630.24,3770.8989,2025-04-21 11:00:00+00:00,2025-04-21 08:00:00-03:00,2025-04-21,08:00:00,1633.0524999999998,1634.4498669052123,1636.17,1630.1,1638.3543167757714,1644.3791363980235,1645.312205450018,1645.926441465346,False,False,DOWN,DOWN,,13.111990143310937,37.15712340315166,False,False,False,False
1745234100000,1630.23,1630.24,1617.85,1624.58,9256.2546,2025-04-21 11:15:00+00:00,2025-04-21 08:15:00-03:00,2025-04-21,08:15:00,1625.725,1633.751183452606,1633.751183452606,1617.85,1636.0580773619945,1643.7129172409514,1644.9243399955621,1645.7254320975317,False,False,DOWN,DOWN,,11.456415195897794,43.978582962690126,False,False,False,False
1745235000000,1624.58,1625.33,1622.0,1625.18,3845.9376,2025-04-21 11:30:00+00:00,2025-04-21 08:30:00-03:00,2025-04-21,08:30:00,1624.2725,1629.738091726303,1629.738091726303,1622.0,1633.915245114359,1643.018616625203,1644.5153926689175,1645.511970086611,False,False,DOWN,DOWN,,11.441505163389339,47.71254774366966,False,False,False,True
1745235900000,1625.18,1626.68,1623.05,1626.34,4171.813,2025-04-21 11:45:00+00:00,2025-04-21 08:45:00-03:00,2025-04-21,08:45:00,1625.3125,1627.0052958631516,1627.0052958631516,1623.05,1632.3511096390212,1642.3862553171602,1644.135137368543,1645.3109803345055,False,False,DOWN,DOWN,,13.219136603512439,46.39386336765,False,False,False,False
1745236800000,1626.34,1631.57,1626.0,1630.9,3986.3927,2025-04-21 12:00:00+00:00,2025-04-21 09:00:00-03:00,2025-04-21,09:00:00,1628.7024999999999,1626.1588979315757,1631.57,1626.0,1631.68772606829,1641.8975497701188,1643.8295405889678,1645.1457218237144,False,False,DOWN,DOWN,,18.016528925619735,42.43526170798897,False,False,False,False
1745237700000,1630.89,1631.69,1627.39,1628.12,2971.3755,2025-04-21 12:15:00+00:00,2025-04-21 09:15:00-03:00,2025-04-21,09:15:00,1629.5225,1627.4306989657878,1631.69,1627.39,1631.294048601328,1641.4555837069001,1643.5462328545327,1644.990266880195,False,False,DOWN,DOWN,,16.04625550660787,43.94273127753316,False,False,False,False
1745238600000,1628.11,1630.22,1626.6,1627.2,3215.506,2025-04-21 12:30:00+00:00,2025-04-21 09:30:00-03:00,2025-04-21,09:30:00,1628.0325,1628.476599482894,1630.22,1626.6,1630.7010397647227,1640.9761878602253,1643.23903022375,1644.8215328813872,False,False,DOWN,DOWN,,10.619260654579676,47.904403108076586,False,False,False,False
1745239500000,1627.19,1628.35,1623.58,1623.71,2128.9457,2025-04-21 12:45:00+00:00,2025-04-21 09:45:00-03:00,2025-04-21,09:45:00,1625.7075,1628.2545497414471,1628.35,1623.58,1629.793123443864,1640.430877579503,1642.8918712094182,1644.6313434994827,False,False,DOWN,DOWN,,10.829306360116433,48.971996278176526,False,False,False,False
1745240400000,1623.7,1624.55,1618.34,1621.11,4519.9274,2025-04-21 13:00:00+00:00,2025-04-21 10:00:00-03:00,2025-04-21,10:00:00,1621.925,1626.9810248707236,1626.9810248707236,1618.34,1628.3625555449794,1639.769953380235,1642.4766856409149,1644.4054097333187,False,False,DOWN,DOWN,,10.567938841861647,50.26214815031806,False,False,False,False
1745241300000,1621.11,1627.27,1620.44,1627.27,3483.1932,2025-04-21 13:15:00+00:00,2025-04-21 10:15:00-03:00,2025-04-21,10:15:00,1624.0225,1624.4530124353619,1627.27,1620.44,1627.5734545368014,1639.207544330941,1642.111256222283,1644.2025947110967,False,False,DOWN,DOWN,,13.086247735822763,45.52319910826287,False,False,False,True
1745242200000,1627.27,1630.5,1617.0,1623.62,8304.5783,2025-04-21 13:30:00+00:00,2025-04-21 10:30:00-03:00,2025-04-21,10:30:00,1624.5975,1624.237756217681,1630.5,1617.0,1627.0323718937464,1638.6857570334073,1641.7644491683764,1644.0075191418323,False,False,DOWN,DOWN,55.66816068011552,12.035779275700342,41.52036291872819,False,True,False,False
1745243100000,1623.62,1626.04,1611.51,1611.88,8287.9248,2025-04-21 13:45:00+00:00,2025-04-21 10:45:00-03:00,2025-04-21,10:45:00,1618.2625,1624.4176281088405,1626.04,1611.51,1625.4378497312468,1637.9563549964998,1641.2990640363291,1643.7513497971374,False,False,DOWN,DOWN,55.48742625137519,11.432744978697512,38.60255629945276,False,False,False,False
1745244000000,1611.87,1620.8,1608.6,1620.8,9774.9332,2025-04-21 14:00:00+00:00,2025-04-21 11:00:00-03:00,2025-04-21,11:00:00,1615.5175000000002,1621.3400640544203,1621.3400640544203,1608.6,1623.6341497801109,1637.1549673180534,1640.7885380158077,1643.4704159683101,False,False,DOWN,DOWN,55.035248217542616,10.957369857899518,36.81078936929832,False,True,False,True
1745244900000,1620.8,1637.89,1616.46,1637.34,18089.4901,2025-04-21 14:15:00+00:00,2025-04-21 11:15:00-03:00,2025-04-21,11:15:00,1628.1225,1618.4287820272102,1637.89,1616.46,1624.450213456454,1636.8323791995515,1640.5377253818313,1643.317700386536,False,False,DOWN,DOWN,53.02690271097134,20.9447236180906,31.710552763819507,False,False,False,False
1745245800000,1637.35,1641.82,1630.97,1632.69,10770.0834,2025-04-21 14:30:00+00:00,2025-04-21 11:30:00-03:00,2025-04-21,11:30:00,1635.7075,1623.275641013605,1641.82,1623.275641013605,1626.4969928280077,1636.7922049424246,1640.4420773544682,1643.2419769996052,False,False,DOWN,DOWN,52.0567285152004,19.734474725857627,40.294691388421114,False,True,False,False
1745246700000,1632.69,1634.43,1621.25,1634.16,11502.578,2025-04-21 14:45:00+00:00,2025-04-21 11:45:00-03:00,2025-04-21,11:45:00,1630.6325,1629.4915705068024,1634.43,1621.25,1627.2489032229155,1636.5722154801952,1640.2478282979441,1643.1165095667734,False,False,DOWN,DOWN,50.15777530067396,19.84648496276418,38.59588975868089,False,False,False,False
1745247600000,1634.15,1635.16,1622.65,1623.3,6807.2703,2025-04-21 15:00:00+00:00,2025-04-21 12:00:00-03:00,2025-04-21,12:00:00,1628.8150000000003,1630.062035253401,1635.16,1622.65,1627.5336480914764,1636.295172070188,1640.0214356583808,1642.9742059889945,False,False,DOWN,DOWN,47.8892234756501,18.601495974436457,34.211043076209386,False,True,False,False
1745248500000,1623.31,1631.36,1622.91,1629.52,4851.5498,2025-04-21 15:15:00+00:00,2025-04-21 12:15:00-03:00,2025-04-21,12:15:00,1626.775,1629.4385176267006,1631.36,1622.91,1627.3957120748441,1635.955165924824,1639.7591300017793,1642.8130198597507,False,False,DOWN,DOWN,46.21478682703346,17.05065147985165,33.25222193459358,False,False,False,False
1745249400000,1629.51,1631.36,1625.0,1625.86,5188.6916,2025-04-21 15:30:00+00:00,2025-04-21 12:30:00-03:00,2025-04-21,12:30:00,1627.9325,1628.1067588133503,1631.36,1625.0,1627.4933098794177,1635.6686421417949,1639.5249393086747,1642.6649549855244,False,False,DOWN,DOWN,46.43355925298258,13.66536750250075,34.67043769185704,False,True,False,False
1745250300000,1625.86,1626.21,1618.65,1623.3,6537.1888,2025-04-21 15:45:00+00:00,2025-04-21 12:45:00-03:00,2025-04-21,12:45:00,1623.5049999999999,1628.019629406675,1628.019629406675,1618.65,1626.7681626286144,1635.2342263510163,1639.2077127877108,1642.4743086672606,False,False,DOWN,DOWN,46.482973076934286,13.211290618383256,36.82622251121254,False,False,False,False
1745251200000,1623.3,1626.09,1618.0,1624.0,5854.1042,2025-04-21 16:00:00+00:00,2025-04-21 13:00:00-03:00,2025-04-21,13:00:00,1622.8474999999999,1625.7623147033373,1626.09,1618.0,1626.0553148779572,1634.7918432670515,1638.883748178053,1642.2790170387307,False,False,DOWN,DOWN,45.29627487916217,12.828856832936847,35.669532274515774,False,True,False,True
1745252100000,1623.99,1624.8,1611.51,1613.66,5549.4119,2025-04-21 16:15:00+00:00,2025-04-21 13:15:00-03:00,2025-04-21,13:15:00,1618.49,1624.3049073516686,1624.8,1611.51,1624.6798030819648,1634.2096345789425,1638.4799115804678,1642.0423104015294,False,False,DOWN,DOWN,44.27171173684401,12.15803605677039,35.934023782125315,False,False,False,False
1745253000000,1613.65,1617.02,1611.3,1611.85,5008.788,2025-04-21 16:30:00+00:00,2025-04-21 13:30:00-03:00,2025-04-21,13:30:00,1613.455,1621.3974536758342,1621.3974536758342,1611.3,1622.6389297943347,1633.4683976296947,1637.9843687768941,1641.7578595517632,False,False,DOWN,DOWN,42.894285600260844,12.171295158515763,32.882772179897046,False,True,False,True
1745253900000,1611.86,1612.23,1587.18,1589.6,20492.7835,2025-04-21 16:45:00+00:00,2025-04-21 13:45:00-03:00,2025-04-21,13:45:00,1600.2175000000002,1617.426226837917,1617.426226837917,1587.18,1618.5623061953647,1632.2808655714914,1637.236509989233,1641.3445226408005,False,False,DOWN,DOWN,43.5067333054588,9.379545017974378,42.61134436486398,False,False,False,False
1745254800000,1589.6,1590.25,1571.37,1583.81,29321.3541,2025-04-21 17:00:00+00:00,2025-04-21 14:00:00-03:00,2025-04-21,14:00:00,1583.7574999999997,1608.8218634189586,1608.8218634189586,1571.37,1612.2341596143892,1630.5478882296525,1636.1775196924164,1640.7715174403947,False,False,DOWN,DOWN,44.43761203775822,8.650864959947448,45.56257197453863,False,True,False,True
1745255700000,1583.81,1590.01,1578.24,1584.44,21385.6873,2025-04-21 17:15:00+00:00,2025-04-21 14:15:00-03:00,2025-04-21,14:15:00,1584.125,1596.2896817094793,1596.2896817094793,1578.24,1607.1234033208639,1628.8899279357363,1635.14677672821,1640.2078705006895,False,False,DOWN,DOWN,45.45122656340736,8.77343840240265,46.91659073116292,False,False,False,True
1745256600000,1584.44,1587.1,1579.17,1580.33,6470.9564,2025-04-21 17:30:00+00:00,2025-04-21 14:30:00-03:00,2025-04-21,14:30:00,1582.76,1590.2073408547396,1590.2073408547396,1579.17,1602.6936936261611,1627.24243050946,1634.1094148127997,1639.6362498986928,False,False,DOWN,DOWN,46.435755070911895,8.970069151937542,46.92884042567183,False,True,False,False
1745257500000,1580.33,1583.49,1573.49,1578.42,7468.0375,2025-04-21 17:45:00+00:00,2025-04-21 14:45:00-03:00,2025-04-21,14:45:00,1578.9325,1586.4836704273698,1586.4836704273698,1573.49,1598.3734766032226,1625.517075848408,1633.016802638289,1639.0322324867657,False,False,DOWN,DOWN,52.118192956739584,0.0,53.376368229020876,False,False,False,False
1745258400000,1578.43,1579.05,1572.4,1576.59,7702.242,2025-04-21 18:00:00+00:00,2025-04-21 15:00:00-03:00,2025-04-21,15:00:00,1576.6175,1582.7080852136849,1582.7080852136849,1572.4,1594.4178444935455,1623.7706624252505,1631.8999847642633,1638.4111903724697,False,False,DOWN,DOWN,56.81459448554899,0.0,47.73162285764419,False,True,False,False
1745259300000,1576.58,1579.22,1572.2,1574.39,5430.9928,2025-04-21 18:15:00+00:00,2025-04-21 15:15:00-03:00,2025-04-21,15:15:00,1575.5975,1579.6627926068425,1579.6627926068425,1572.2,1590.995963676537,1622.0501923386344,1630.785084075862,1637.7861785279676,False,False,DOWN,DOWN,61.665889716195004,0.0,44.083951975071415,False,False,False,False
1745260200000,1574.4,1578.3,1569.0,1574.98,8219.8941,2025-04-21 18:30:00+00:00,2025-04-21 15:30:00-03:00,2025-04-21,15:30:00,1574.17,1577.6301463034213,1578.3,1569.0,1587.9366975535302,1620.3401854693975,1629.6639933020824,1637.1531817266944,False,False,DOWN,DOWN,66.69756707074957,0.0,46.087688136861196,False,True,False,False
1745261100000,1574.97,1575.93,1572.83,1572.97,992.6753,2025-04-21 18:45:00+00:00,2025-04-21 15:45:00-03:00,2025-04-21,15:45:00,1574.175,1575.9000731517108,1575.93,1572.83,1585.4345707256155,1618.6914288454905,1628.5652013555066,1636.5265331522994,False,False,DOWN,DOWN,71.53984980516897,0.0,49.979046452403495,False,False,False,False
