timestamp,open,high,low,close,volume,time_utc,time,date,hour,ha_close,ha_open,ha_high,ha_low,MA1,MA2,MA3,MA4,macroTrend,microTrend,macroTrendLabel,microTrendLabel,ADX,+DI,-DI,Buy_TL,Sell_TL,whale
1745220600000,1643.7,1648.0,1642.81,1647.11,4645.9982,2025-04-21 07:30:00+00:00,2025-04-21 04:30:00-03:00,2025-04-21,04:30:00,1645.405,1645.405,1648.0,1642.81,1645.405,1645.405,1645.405,1645.405,True,True,UP,UP,,,,False,False,-
1745221500000,1647.12,1648.96,1644.9,1645.92,2903.6864,2025-04-21 07:45:00+00:00,2025-04-21 04:45:00-03:00,2025-04-21,04:45:00,1646.725,1645.405,1648.96,1644.9,1645.645,1645.452142857143,1645.4311386138613,1645.4181343283583,True,True,UP,UP,,,,False,False,-
1745222400000,1645.92,1649.31,1645.7,1646.68,2699.6122,2025-04-21 08:00:00+00:00,2025-04-21 05:00:00-03:00,2025-04-21,05:00:00,1646.9025000000001,1646.065,1649.31,1645.7,1645.8736363636363,1645.5039413265308,1645.4602744828937,1645.4329041360365,True,True,UP,UP,,,,False,False,-
1745223300000,1646.68,1649.06,1643.76,1646.71,2217.601,2025-04-21 08:15:00+00:00,2025-04-21 05:15:00-03:00,2025-04-21,05:15:00,1646.5525,1646.48375,1649.06,1643.76,1645.9970661157022,1645.5413898505833,1645.4819027109552,1645.4440443933895,True,True,UP,UP,,,,False,False,-
1745224200000,1646.71,1647.67,1645.47,1646.89,2015.205,2025-04-21 08:30:00+00:00,2025-04-21 05:30:00-03:00,2025-04-21,05:30:00,1646.6850000000002,1646.518125,1647.67,1645.47,1646.1221450037563,1645.5822330702053,1645.5057264196491,1645.4563922103707,True,True,UP,UP,,,,False,False,-
1745225100000,1646.9,1649.45,1645.2,1649.16,3348.6046,2025-04-21 08:45:00+00:00,2025-04-21 05:45:00-03:00,2025-04-21,05:45:00,1647.6775,1646.6015625,1649.45,1645.2,1646.404936821255,1645.6570640319837,1645.5487318370817,1645.478492785392,True,True,UP,UP,,,,False,False,-
1745226000000,1649.15,1655.0,1645.52,1646.4,8866.7434,2025-04-21 09:00:00+00:00,2025-04-21 06:00:00-03:00,2025-04-21,06:00:00,1649.0175,1647.13953125,1655.0,1645.52,1646.8799483082994,1645.77707960227,1645.6174203155554,1645.5137067875276,True,True,UP,UP,,,,False,False,TOP
1745226900000,1646.4,1646.75,1642.6,1643.36,3654.0029,2025-04-21 09:15:00+00:00,2025-04-21 06:15:00-03:00,2025-04-21,06:15:00,1644.7775,1648.078515625,1648.078515625,1642.6,1646.4976849795175,1645.7413803307604,1645.6007882300987,1645.5063813468557,True,True,UP,UP,,,,False,False,TOP
1745227800000,1643.35,1644.75,1639.47,1641.96,4815.224,2025-04-21 09:30:00+00:00,2025-04-21 06:30:00-03:00,2025-04-21,06:30:00,1642.3825,1646.4280078124998,1646.4280078124998,1639.47,1645.7494695286962,1645.6214203189477,1645.537059750295,1645.4752979503696,True,True,UP,UP,,,,False,False,-
1745228700000,1641.97,1644.0,1641.53,1642.58,2372.1684,2025-04-21 09:45:00+00:00,2025-04-21 06:45:00-03:00,2025-04-21,06:45:00,1642.52,1644.40525390625,1644.40525390625,1641.53,1645.1622932507512,1645.5106553075568,1645.4773159928634,1645.4458920006148,True,False,UP,DOWN,,,,False,False,-
1745229600000,1642.58,1643.42,1637.75,1639.39,3827.1761,2025-04-21 10:00:00+00:00,2025-04-21 07:00:00-03:00,2025-04-21,07:00:00,1640.785,1643.462626953125,1643.462626953125,1637.75,1644.3664217506143,1645.3418819037156,1645.3843988444899,1645.3995149657828,False,False,DOWN,DOWN,,,,False,False,-
1745230500000,1639.39,1640.6,1631.4,1632.75,12172.2418,2025-04-21 10:15:00+00:00,2025-04-21 07:15:00-03:00,2025-04-21,07:15:00,1636.0349999999999,1642.1238134765626,1642.1238134765626,1631.4,1642.851617795957,1645.0094932642971,1645.1992622337077,1645.306335712392,False,False,DOWN,DOWN,,,,False,False,-
1745231400000,1632.75,1633.22,1628.29,1631.84,7657.1419,2025-04-21 10:30:00+00:00,2025-04-21 07:30:00-03:00,2025-04-21,07:30:00,1631.525,1639.0794067382812,1639.0794067382812,1628.29,1640.7922327421468,1644.5279042191437,1644.9284847637332,1645.1692079938607,False,False,DOWN,DOWN,,,,False,False,BOTTOM
1745232300000,1631.83,1636.0,1630.86,1635.7,2904.8123,2025-04-21 10:45:00+00:00,2025-04-21 07:45:00-03:00,2025-04-21,07:45:00,1633.5974999999999,1635.3022033691407,1636.0,1630.86,1639.4840995163017,1644.1375326398886,1644.7041088278177,1645.0540666207876,False,False,DOWN,DOWN,,13.263365037717168,36.58904558871779,False,False,BOTTOM
1745233200000,1635.7,1636.17,1630.1,1630.24,3770.8989,2025-04-21 11:00:00+00:00,2025-04-21 08:00:00-03:00,2025-04-21,08:00:00,1633.0524999999998,1634.4498516845701,1636.17,1630.1,1638.3147177860649,1643.7416386170355,1644.473383900534,1644.9346480474464,False,False,DOWN,DOWN,,13.111990143310937,37.15712340315166,False,False,-
1745234100000,1630.23,1630.24,1617.85,1624.58,9256.2546,2025-04-21 11:15:00+00:00,2025-04-21 08:15:00-03:00,2025-04-21,08:15:00,1625.725,1633.751175842285,1633.751175842285,1617.85,1636.0256781885982,1643.0981872378557,1644.1021287737908,1644.743507270855,False,False,DOWN,DOWN,,11.456415195897794,43.978582962690126,False,False,-
1745235000000,1624.58,1625.33,1622.0,1625.18,3845.9376,2025-04-21 11:30:00+00:00,2025-04-21 08:30:00-03:00,2025-04-21,08:30:00,1624.2725,1629.7380879211423,1629.7380879211423,1622.0,1633.8887366997621,1642.425841265075,1643.7094628574782,1644.5398156562196,False,False,DOWN,DOWN,,11.441505163389339,47.71254774366966,False,False,BOTTOM
1745235900000,1625.18,1626.68,1623.05,1626.34,4171.813,2025-04-21 11:45:00+00:00,2025-04-21 08:45:00-03:00,2025-04-21,08:45:00,1625.3125,1627.0052939605712,1627.0052939605712,1623.05,1632.3294209361688,1641.814650505608,1643.3451665632708,1644.348499082526,False,False,DOWN,DOWN,,13.219136603512439,46.39386336765,False,False,-
1745236800000,1626.34,1631.57,1626.0,1630.9,3986.3927,2025-04-21 12:00:00+00:00,2025-04-21 09:00:00-03:00,2025-04-21,09:00:00,1628.7024999999999,1626.1588969802856,1631.57,1626.0,1631.6699807659563,1641.346359416122,1643.0552127699386,1644.1928174996153,False,False,DOWN,DOWN,,18.016528925619735,42.43526170798897,False,False,-
1745237700000,1630.89,1631.69,1627.39,1628.12,2971.3755,2025-04-21 12:15:00+00:00,2025-04-21 09:15:00-03:00,2025-04-21,09:15:00,1629.5225,1627.4306984901427,1631.69,1627.39,1631.2795297176006,1640.9240787226888,1642.787238259643,1644.0468441911614,False,False,DOWN,DOWN,,16.04625550660787,43.94273127753316,False,False,-
1745238600000,1628.11,1630.22,1626.6,1627.2,3215.506,2025-04-21 12:30:00+00:00,2025-04-21 09:30:00-03:00,2025-04-21,09:30:00,1628.0325,1628.4765992450714,1630.22,1626.6,1630.6891606780368,1640.4636651968785,1642.4950652247985,1643.8874974827918,False,False,DOWN,DOWN,,10.619260654579676,47.904403108076586,False,False,-
1745239500000,1627.19,1628.35,1623.58,1623.71,2128.9457,2025-04-21 12:45:00+00:00,2025-04-21 09:45:00-03:00,2025-04-21,09:45:00,1625.7075,1628.2545496225357,1628.35,1623.58,1629.783404191121,1639.93665929699,1642.162638190644,1643.7066019854506,False,False,DOWN,DOWN,,10.829306360116433,48.971996278176526,False,False,-
1745240400000,1623.7,1624.55,1618.34,1621.11,4519.9274,2025-04-21 13:00:00+00:00,2025-04-21 10:00:00-03:00,2025-04-21,10:00:00,1621.925,1626.9810248112678,1626.9810248112678,1618.34,1628.354603429099,1639.293385750669,1641.7618928799382,1643.4898696273865,False,False,DOWN,DOWN,,10.567938841861647,50.26214815031806,False,False,-
1745241300000,1621.11,1627.27,1620.44,1627.27,3483.1932,2025-04-21 13:15:00+00:00,2025-04-21 10:15:00-03:00,2025-04-21,10:15:00,1624.0225,1624.453012405634,1627.27,1620.44,1627.5669482601718,1638.7479969738595,1641.4106177734047,1643.2961644569648,False,False,DOWN,DOWN,,13.086247735822763,45.52319910826287,False,False,BOTTOM
1745242200000,1627.27,1630.5,1617.0,1623.62,8304.5783,2025-04-21 13:30:00+00:00,2025-04-21 10:30:00-03:00,2025-04-21,10:30:00,1624.5975,1624.2377562028169,1630.5,1617.0,1627.027048576504,1638.242622081936,1641.0776847481889,1643.1101080942092,False,False,DOWN,DOWN,,12.035779275700342,41.52036291872819,False,False,-
1745243100000,1623.62,1626.04,1611.51,1611.88,8287.9248,2025-04-21 13:45:00+00:00,2025-04-21 10:45:00-03:00,2025-04-21,10:45:00,1618.2625,1624.4176281014084,1626.04,1611.51,1625.4334942898668,1637.5290462932953,1640.6258989115909,1642.8628682126748,False,False,DOWN,DOWN,,11.432744978697512,38.60255629945276,False,False,-
1745244000000,1611.87,1620.8,1608.6,1620.8,9774.9332,2025-04-21 14:00:00+00:00,2025-04-21 11:00:00-03:00,2025-04-21,11:00:00,1615.5175000000002,1621.3400640507043,1621.3400640507043,1608.6,1623.6305862371637,1636.7429196399635,1640.1287028935394,1642.5907749966284,False,False,DOWN,DOWN,54.908588717099825,10.957369857899518,36.81078936929832,False,True,BOTTOM
1745244900000,1620.8,1637.89,1616.46,1637.34,18089.4901,2025-04-21 14:15:00+00:00,2025-04-21 11:15:00-03:00,2025-04-21,11:15:00,1628.1225,1618.4287820253521,1637.89,1616.46,1624.4472978304066,1636.4350475099648,1639.8909563015882,1642.4468120613385,False,False,DOWN,DOWN,53.02690271097134,20.9447236180906,31.710552763819507,False,False,-
1745245800000,1637.35,1641.82,1630.97,1632.69,10770.0834,2025-04-21 14:30:00+00:00,2025-04-21 11:30:00-03:00,2025-04-21,11:30:00,1635.7075,1623.275641012676,1641.82,1623.275641012676,1626.494607315787,1636.4090636703231,1639.808115582745,1642.3797542298823,False,False,DOWN,DOWN,52.05672851520039,19.734474725857627,40.294691388421114,False,True,-
1745246700000,1632.69,1634.43,1621.25,1634.16,11502.578,2025-04-21 14:45:00+00:00,2025-04-21 11:45:00-03:00,2025-04-21,11:45:00,1630.6325,1629.4915705063381,1634.43,1621.25,1627.2469514401892,1636.2027578249545,1639.6264202246707,1642.2628661280926,False,False,DOWN,DOWN,50.15777530067396,19.84648496276418,38.59588975868089,False,False,-
1745247600000,1634.15,1635.16,1622.65,1623.3,6807.2703,2025-04-21 15:00:00+00:00,2025-04-21 12:00:00-03:00,2025-04-21,12:00:00,1628.8150000000003,1630.0620352531691,1635.16,1622.65,1627.5320511783366,1635.938909331206,1639.412332695469,1642.129056514878,False,False,DOWN,DOWN,47.8892234756501,18.601495974436457,34.211043076209386,False,True,-
