timestamp,open,high,low,close,volume,time_utc,time,date,hour,sz,adx,Buy_TL,Sell_TL,signal_tl
1745529300000,1761.48,1762.59,1749.04,1752.55,4916.1455,2025-04-24 21:15:00+00:00,2025-04-24 18:15:00-03:00,2025-04-24,18:15:00,,,False,False,-
1745530200000,1752.55,1759.09,1752.54,1756.99,2736.9638,2025-04-24 21:30:00+00:00,2025-04-24 18:30:00-03:00,2025-04-24,18:30:00,,,False,False,-
1745531100000,1756.98,1761.34,1756.79,1760.8,1198.3063,2025-04-24 21:45:00+00:00,2025-04-24 18:45:00-03:00,2025-04-24,18:45:00,,,False,False,-
1745532000000,1760.8,1763.19,1757.57,1761.11,5855.2866,2025-04-24 22:00:00+00:00,2025-04-24 19:00:00-03:00,2025-04-24,19:00:00,,,False,False,-
1745532900000,1761.11,1765.0,1760.29,1762.81,2171.2953,2025-04-24 22:15:00+00:00,2025-04-24 19:15:00-03:00,2025-04-24,19:15:00,,,False,False,-
1745533800000,1762.81,1764.84,1761.43,1761.51,1351.1908,2025-04-24 22:30:00+00:00,2025-04-24 19:30:00-03:00,2025-04-24,19:30:00,,,False,False,-
1745534700000,1761.51,1761.8,1755.94,1760.0,2072.6467,2025-04-24 22:45:00+00:00,2025-04-24 19:45:00-03:00,2025-04-24,19:45:00,,,False,False,-
1745535600000,1759.99,1765.9,1758.75,1765.67,2429.5481,2025-04-24 23:00:00+00:00,2025-04-24 20:00:00-03:00,2025-04-24,20:00:00,,,False,False,-
1745536500000,1765.68,1769.99,1765.0,1769.54,2032.0146,2025-04-24 23:15:00+00:00,2025-04-24 20:15:00-03:00,2025-04-24,20:15:00,,,False,False,-
1745537400000,1769.54,1774.84,1767.26,1768.76,5029.6359,2025-04-24 23:30:00+00:00,2025-04-24 20:30:00-03:00,2025-04-24,20:30:00,,,False,False,-
1745538300000,1768.76,1770.18,1767.31,1769.65,1722.5193,2025-04-24 23:45:00+00:00,2025-04-24 20:45:00-03:00,2025-04-24,20:45:00,,,False,False,-
1745539200000,1769.64,1770.18,1763.2,1766.48,4169.671,2025-04-25 00:00:00+00:00,2025-04-24 21:00:00-03:00,2025-04-24,21:00:00,,,False,False,-
1745540100000,1766.48,1773.6,1763.94,1771.95,2708.2322,2025-04-25 00:15:00+00:00,2025-04-24 21:15:00-03:00,2025-04-24,21:15:00,,,False,False,-
1745541000000,1771.94,1775.44,1770.02,1773.42,2604.9811,2025-04-25 00:30:00+00:00,2025-04-24 21:30:00-03:00,2025-04-24,21:30:00,,,False,False,-
1745541900000,1773.42,1774.21,1770.0,1774.15,2443.1533,2025-04-25 00:45:00+00:00,2025-04-24 21:45:00-03:00,2025-04-24,21:45:00,,,False,False,-
1745542800000,1774.15,1790.5,1771.12,1781.49,15709.1953,2025-04-25 01:00:00+00:00,2025-04-24 22:00:00-03:00,2025-04-24,22:00:00,,,False,False,-
1745543700000,1781.5,1785.64,1767.42,1768.64,6337.8086,2025-04-25 01:15:00+00:00,2025-04-24 22:15:00-03:00,2025-04-24,22:15:00,,,False,False,-
1745544600000,1768.63,1773.5,1766.0,1771.83,2269.2095,2025-04-25 01:30:00+00:00,2025-04-24 22:30:00-03:00,2025-04-24,22:30:00,,,False,False,-
1745545500000,1771.84,1773.12,1765.01,1765.93,3221.6264,2025-04-25 01:45:00+00:00,2025-04-24 22:45:00-03:00,2025-04-24,22:45:00,,,False,False,-
1745546400000,1765.93,1770.87,1759.99,1760.29,3993.4179,2025-04-25 02:00:00+00:00,2025-04-24 23:00:00-03:00,2025-04-24,23:00:00,,,False,False,-
1745547300000,1760.29,1760.9,1752.56,1756.53,5311.9279,2025-04-25 02:15:00+00:00,2025-04-24 23:15:00-03:00,2025-04-24,23:15:00,,,False,False,-
1745548200000,1756.53,1756.98,1750.25,1751.53,5669.1135,2025-04-25 02:30:00+00:00,2025-04-24 23:30:00-03:00,2025-04-24,23:30:00,,,False,False,-
1745549100000,1751.53,1755.03,1738.6,1744.61,19783.5083,2025-04-25 02:45:00+00:00,2025-04-24 23:45:00-03:00,2025-04-24,23:45:00,,,False,False,-
1745550000000,1744.61,1749.3,1740.15,1747.71,4208.5384,2025-04-25 03:00:00+00:00,2025-04-25 00:00:00-03:00,2025-04-25,00:00:00,,,False,False,-
1745550900000,1747.71,1751.68,1745.24,1748.82,4562.7029,2025-04-25 03:15:00+00:00,2025-04-25 00:15:00-03:00,2025-04-25,00:15:00,,,False,False,-
1745551800000,1748.82,1761.39,1748.82,1758.24,5718.8521,2025-04-25 03:30:00+00:00,2025-04-25 00:30:00-03:00,2025-04-25,00:30:00,0.4169000000000187,,False,False,-
1745552700000,1758.25,1762.14,1757.4,1760.89,2734.8981,2025-04-25 03:45:00+00:00,2025-04-25 00:45:00-03:00,2025-04-25,00:45:00,0.8751333333333673,,False,False,-
1745553600000,1760.89,1768.62,1758.14,1766.35,3514.0059,2025-04-25 04:00:00+00:00,2025-04-25 01:00:00-03:00,2025-04-25,01:00:00,1.1928000000000043,,False,False,-
1745554500000,1766.34,1768.76,1762.76,1762.99,2725.523,2025-04-25 04:15:00+00:00,2025-04-25 01:15:00-03:00,2025-04-25,01:15:00,0.8732999999999584,,False,False,-
1745555400000,1762.99,1771.8,1759.68,1770.39,3515.2502,2025-04-25 04:30:00+00:00,2025-04-25 01:30:00-03:00,2025-04-25,01:30:00,0.935633333333285,,False,False,-
1745556300000,1770.4,1770.66,1764.32,1766.0,1730.425,2025-04-25 04:45:00+00:00,2025-04-25 01:45:00-03:00,2025-04-25,01:45:00,0.6800666666666644,,False,False,-
