timestamp,open,high,low,close,volume,time_utc,time,date,hour,ha_close,ha_open,ha_high,ha_low,MA1,MA2,MA3,MA4,macroTrend,microTrend,macroTrendLabel,microTrendLabel,ADX,+DI,-DI,Buy_TL,Sell_TL,signal_tl,whale
1745181900000,1590.71,1592.5,1586.91,1589.88,2068.1094,2025-04-20 20:45:00+00:00,2025-04-20 17:45:00-03:00,2025-04-20,17:45:00,1590.0,1590.295,1592.5,1586.91,1590.0,1590.0,1590.0,1590.0,True,True,UP,UP,,,,False,False,-,-
1745182800000,1589.88,1590.5,1586.21,1586.5,2146.2555,2025-04-20 21:00:00+00:00,2025-04-20 18:00:00-03:00,2025-04-20,18:00:00,1588.2725,1590.1475,1590.5,1586.21,1589.685909090909,1589.9383035714286,1589.9657920792079,1589.9828109452737,False,False,DOWN,DOWN,,,,False,False,-,-
1745183700000,1586.5,1587.41,1583.62,1586.16,2431.5765,2025-04-20 21:15:00+00:00,2025-04-20 18:15:00-03:00,2025-04-20,18:15:00,1585.9225,1589.21,1589.21,1583.62,1589.0016528925619,1589.7948820153063,1589.8857268895204,1589.9424098413408,False,False,DOWN,DOWN,,,,False,False,-,-
1745184600000,1586.17,1591.08,1586.17,1589.39,2118.5436,2025-04-20 21:30:00+00:00,2025-04-20 18:30:00-03:00,2025-04-20,18:30:00,1588.2025,1587.5662499999999,1591.08,1586.17,1588.8563523666414,1589.7380112290452,1589.8523956639854,1589.925097305606,False,False,DOWN,DOWN,,,,False,False,-,-
1745185500000,1589.37,1590.43,1586.8,1589.0,1643.1457,2025-04-20 21:45:00+00:00,2025-04-20 18:45:00-03:00,2025-04-20,18:45:00,1588.9,1587.884375,1590.43,1586.8,1588.8642882999793,1589.7080822565795,1589.8335363439064,1589.9148973324159,False,False,DOWN,DOWN,,,,False,False,-,-
1745186400000,1588.99,1589.2,1580.96,1583.02,3842.0634,2025-04-20 22:00:00+00:00,2025-04-20 19:00:00-03:00,2025-04-20,19:00:00,1585.5425,1588.3921875,1589.2,1580.96,1588.2603267908921,1589.5593114617018,1589.7485653271954,1589.8713908912973,False,False,DOWN,DOWN,,,,False,False,-,-
1745187300000,1583.03,1583.12,1574.68,1577.4,3723.8884,2025-04-20 22:15:00+00:00,2025-04-20 19:15:00-03:00,2025-04-20,19:15:00,1579.5575,1586.96734375,1586.96734375,1574.68,1586.6779946470933,1589.2021039094982,1589.5467620533893,1589.7687651112844,False,False,DOWN,DOWN,,,,False,False,-,-
1745188200000,1577.39,1581.0,1576.53,1580.06,1945.0088,2025-04-20 22:30:00+00:00,2025-04-20 19:30:00-03:00,2025-04-20,19:30:00,1578.745,1583.262421875,1583.262421875,1576.53,1585.2356319839853,1588.8286359127303,1589.3328657751044,1589.6590759061971,False,False,DOWN,DOWN,,,,False,False,-,BOTTOM
1745189100000,1580.06,1582.17,1579.33,1582.16,1334.0334,2025-04-20 22:45:00+00:00,2025-04-20 19:45:00-03:00,2025-04-20,19:45:00,1580.9299999999998,1581.0037109374998,1582.17,1579.33,1584.4527898050787,1588.54654177299,1589.1664723934193,1589.5722194295188,False,False,DOWN,DOWN,,,,False,False,-,-
1745190000000,1582.16,1586.7,1582.16,1586.0,2569.4197,2025-04-20 23:00:00+00:00,2025-04-20 20:00:00-03:00,2025-04-20,20:00:00,1584.255,1580.9668554687498,1586.7,1580.9668554687498,1584.416828022337,1588.3932724239546,1589.0692155143417,1589.5193117735037,False,False,DOWN,DOWN,,,,False,False,-,-
1745190900000,1585.99,1587.96,1584.0,1584.08,2408.1417,2025-04-20 23:15:00+00:00,2025-04-20 20:15:00-03:00,2025-04-20,20:15:00,1585.5075,1582.6109277343749,1587.96,1582.6109277343749,1584.6151320182757,1588.2902091230992,1588.9986864942557,1589.4793932483942,False,False,DOWN,DOWN,,,,False,False,-,-
1745191800000,1584.07,1585.7,1582.87,1584.73,1528.5365,2025-04-20 23:30:00+00:00,2025-04-20 20:30:00-03:00,2025-04-20,20:30:00,1584.3424999999997,1584.0592138671873,1585.7,1582.87,1584.5655625604072,1588.14921951156,1588.906484781498,1589.4282798827385,False,False,DOWN,DOWN,,,,False,False,-,-
1745192700000,1584.73,1587.77,1584.4,1587.36,1383.9432,2025-04-20 23:45:00+00:00,2025-04-20 20:45:00-03:00,2025-04-20,20:45:00,1586.0649999999998,1584.2008569335935,1587.77,1584.2008569335935,1584.8381875494238,1588.0747831004328,1588.8502177561215,1589.3948144112685,False,False,DOWN,DOWN,,,,False,False,-,-
1745193600000,1587.36,1594.37,1586.18,1593.12,4122.9371,2025-04-21 00:00:00+00:00,2025-04-20 21:00:00-03:00,2025-04-20,21:00:00,1590.2575,1585.1329284667968,1594.37,1585.1329284667968,1585.823517085892,1588.1527372754172,1588.8780847312478,1589.4033983474749,False,False,DOWN,DOWN,,22.610910065674076,31.71156681409935,False,False,-,-
1745194500000,1593.16,1614.3,1593.16,1609.59,15111.9774,2025-04-21 00:15:00+00:00,2025-04-20 21:15:00-03:00,2025-04-20,21:15:00,1602.5525,1587.6952142333985,1614.3,1587.6952142333985,1588.8651503430024,1588.6670145155808,1589.148865231619,1589.5342351798383,False,True,DOWN,UP,,39.543317662860204,25.42377434519765,False,False,-,TOP
1745195400000,1609.6,1620.37,1606.8,1614.33,16211.4493,2025-04-21 00:30:00+00:00,2025-04-20 21:30:00-03:00,2025-04-20,21:30:00,1612.7749999999999,1595.1238571166991,1620.37,1595.1238571166991,1593.2123957351837,1589.5280139971671,1589.6167094844584,1589.7654865710838,False,True,DOWN,UP,,34.52481471057263,34.337179848015126,False,False,-,TOP
1745196300000,1614.33,1620.49,1608.8,1610.09,8722.7091,2025-04-21 00:45:00+00:00,2025-04-20 21:45:00-03:00,2025-04-20,21:45:00,1613.4275,1603.9494285583496,1620.49,1603.9494285583496,1596.8878692378776,1590.381567068697,1590.0882102867463,1590.0009294907745,True,True,UP,UP,,32.38652614903911,31.691271919209026,False,False,-,-
1745197200000,1610.1,1618.69,1608.01,1611.53,7281.5497,2025-04-21 01:00:00+00:00,2025-04-20 22:00:00-03:00,2025-04-20,22:00:00,1612.0825,1608.6884642791747,1618.69,1608.01,1599.650529376445,1591.1566003876721,1590.5237407761176,1590.2206466102693,True,True,UP,UP,,27.80528745279027,30.885438522869656,False,False,-,-
1745198100000,1611.52,1615.0,1609.3,1614.71,5177.2712,2025-04-21 01:15:00+00:00,2025-04-20 22:15:00-03:00,2025-04-20,22:15:00,1612.6325,1610.3854821395873,1615.0,1609.3,1602.0108876716367,1591.9235968023982,1590.9615379884717,1590.4436501265852,True,True,UP,UP,,27.330473519220945,30.902491338062447,False,False,-,-
1745199000000,1614.71,1620.4,1613.5,1617.95,5909.6366,2025-04-21 01:30:00+00:00,2025-04-20 22:30:00-03:00,2025-04-20,22:30:00,1616.64,1611.5089910697936,1620.4,1611.5089910697936,1604.6707262767936,1592.8063254880267,1591.4700223847397,1590.7043103243307,True,True,UP,UP,,31.909563344996478,26.18687757510456,False,False,-,-
1745199900000,1617.95,1629.85,1617.71,1628.64,16760.0184,2025-04-21 01:45:00+00:00,2025-04-20 22:45:00-03:00,2025-04-20,22:45:00,1623.5375000000001,1614.0744955348969,1629.85,1614.0744955348969,1608.1010487719218,1593.9038674348828,1592.1050219414774,1591.0310087290638,True,True,UP,UP,,38.9780251025626,20.585726471424103,False,False,-,TOP
1745200800000,1628.64,1642.18,1625.01,1632.3,18130.015,2025-04-21 02:00:00+00:00,2025-04-20 23:00:00-03:00,2025-04-20,23:00:00,1632.0325,1618.8059977674484,1642.18,1618.8059977674484,1612.4522217224812,1595.2656043122086,1592.895665071349,1591.4389837665858,True,True,UP,UP,,43.93611014988951,17.112572167482934,False,False,-,TOP
