timestamp,open,high,low,close,volume,time_utc,time,date,hour,ha_close,ha_open,ha_high,ha_low,MA1,MA2,MA3,MA4,macroTrend,microTrend,macroTrendLabel,microTrendLabel,ADX,+DI,-DI,Buy_TL,Sell_TL,is_whale,is_whale_invert
1745217900000,1648.01,1649.98,1647.36,1647.91,3036.2197,2025-04-21 06:45:00+00:00,2025-04-21 03:45:00-03:00,2025-04-21,03:45:00,1648.3149999999998,1647.96,1649.98,1647.36,1648.3149999999998,1648.3149999999998,1648.3149999999998,1648.3149999999998,True,True,UP,UP,,,,False,False,False,False
1745218800000,1647.9,1650.38,1642.04,1645.99,5195.2681,2025-04-21 07:00:00+00:00,2025-04-21 04:00:00-03:00,2025-04-21,04:00:00,1646.5774999999999,1648.1374999999998,1650.38,1642.04,1647.9990909090907,1648.2529464285712,1648.2805940594058,1648.297711442786,False,False,DOWN,DOWN,,,,False,False,False,False
1745219700000,1646.0,1646.99,1641.5,1643.7,3856.3753,2025-04-21 07:15:00+00:00,2025-04-21 04:15:00-03:00,2025-04-21,04:15:00,1644.5475,1647.3574999999998,1647.3574999999998,1641.5,1647.3715289256197,1648.1206090561222,1648.2066714047642,1648.2603959060418,False,False,DOWN,DOWN,,,,False,False,False,False
1745220600000,1643.7,1648.0,1642.81,1647.11,4645.9982,2025-04-21 07:30:00+00:00,2025-04-21 04:30:00-03:00,2025-04-21,04:30:00,1645.405,1645.9524999999999,1648.0,1642.81,1647.0139782118706,1648.0236230184034,1648.1511927630856,1648.2319840064793,False,False,DOWN,DOWN,,,,False,False,False,False
1745221500000,1647.12,1648.96,1644.9,1645.92,2903.6864,2025-04-21 07:45:00+00:00,2025-04-21 04:45:00-03:00,2025-04-21,04:45:00,1646.725,1645.67875,1648.96,1644.9,1646.9614367188033,1647.977243624889,1648.1229513222324,1648.2169891407432,False,False,DOWN,DOWN,,,,False,False,False,False
1745222400000,1645.92,1649.31,1645.7,1646.68,2699.6122,2025-04-21 08:00:00+00:00,2025-04-21 05:00:00-03:00,2025-04-21,05:00:00,1646.9025000000001,1646.201875,1649.31,1645.7,1646.9507209517483,1647.9388599240003,1648.0987839693169,1648.2039096468056,False,False,DOWN,DOWN,,,,False,False,False,False
1745223300000,1646.68,1649.06,1643.76,1646.71,2217.601,2025-04-21 08:15:00+00:00,2025-04-21 05:15:00-03:00,2025-04-21,05:15:00,1646.5525,1646.5521875,1649.06,1643.76,1646.8783171423395,1647.8893470695718,1648.068164484776,1648.1874777100215,False,False,DOWN,DOWN,,,,False,False,False,False
1745224200000,1646.71,1647.67,1645.47,1646.89,2015.205,2025-04-21 08:30:00+00:00,2025-04-21 05:30:00-03:00,2025-04-21,05:30:00,1646.6850000000002,1646.55234375,1647.67,1645.47,1646.843168571005,1647.84633467423,1648.0407750890379,1648.1725276830562,False,False,DOWN,DOWN,,,,False,False,False,False
1745225100000,1646.9,1649.45,1645.2,1649.16,3348.6046,2025-04-21 08:45:00+00:00,2025-04-21 05:45:00-03:00,2025-04-21,05:45:00,1647.6775,1646.618671875,1649.45,1645.2,1646.9948651944585,1647.8403048644361,1648.0335815229182,1648.1676020344687,False,False,DOWN,DOWN,,,,False,False,False,False
1745226000000,1649.15,1655.0,1645.52,1646.4,8866.7434,2025-04-21 09:00:00+00:00,2025-04-21 06:00:00-03:00,2025-04-21,06:00:00,1649.0175,1647.1480859375001,1655.0,1645.52,1647.3626169772842,1647.8823475478493,1648.053065057118,1648.1760587306433,False,False,DOWN,DOWN,,,,False,False,True,False
1745226900000,1646.4,1646.75,1642.6,1643.36,3654.0029,2025-04-21 09:15:00+00:00,2025-04-21 06:15:00-03:00,2025-04-21,06:15:00,1644.7775,1648.08279296875,1648.08279296875,1642.6,1646.8925957086872,1647.7714601354262,1647.9882023827195,1648.1422422258609,False,False,DOWN,DOWN,,,,False,False,True,False
1745227800000,1643.35,1644.75,1639.47,1641.96,4815.224,2025-04-21 09:30:00+00:00,2025-04-21 06:30:00-03:00,2025-04-21,06:30:00,1642.3825,1646.430146484375,1646.430146484375,1639.47,1646.0725783071075,1647.5789972734467,1647.877198375141,1648.084931357942,False,False,DOWN,DOWN,,,,False,False,False,False
1745228700000,1641.97,1644.0,1641.53,1642.58,2372.1684,2025-04-21 09:45:00+00:00,2025-04-21 06:45:00-03:00,2025-04-21,06:45:00,1642.52,1644.4063232421875,1644.4063232421875,1641.53,1645.4266549785425,1647.3983187993952,1647.7711152389995,1648.0295589066193,False,False,DOWN,DOWN,,,,False,False,False,False
1745229600000,1642.58,1643.42,1637.75,1639.39,3827.1761,2025-04-21 10:00:00+00:00,2025-04-21 07:00:00-03:00,2025-04-21,07:00:00,1640.785,1643.4631616210936,1643.4631616210936,1637.75,1644.5827177097167,1647.162128842274,1647.6327763233758,1647.9574737433693,False,False,DOWN,DOWN,,10.411192386904206,36.36105390242147,False,False,False,False
1745230500000,1639.39,1640.6,1631.4,1632.75,12172.2418,2025-04-21 10:15:00+00:00,2025-04-21 07:15:00-03:00,2025-04-21,07:15:00,1636.0349999999999,1642.1240808105467,1642.1240808105467,1631.4,1643.028587217041,1646.7647313836212,1647.403117386279,1647.8388421638333,False,False,DOWN,DOWN,,9.498509783594557,41.40209926137072,False,False,False,False
1745231400000,1632.75,1633.22,1628.29,1631.84,7657.1419,2025-04-21 10:30:00+00:00,2025-04-21 07:30:00-03:00,2025-04-21,07:30:00,1631.525,1639.0795404052733,1639.0795404052733,1628.29,1640.9370259048517,1646.2204552627775,1647.088699220214,1647.6765153761335,False,False,DOWN,DOWN,,9.572314724126601,38.8377407770161,False,False,False,True
1745232300000,1631.83,1636.0,1630.86,1635.7,2904.8123,2025-04-21 10:45:00+00:00,2025-04-21 07:45:00-03:00,2025-04-21,07:45:00,1633.5974999999999,1635.3022702026367,1636.0,1630.86,1639.6025666494238,1645.7696354319642,1646.8215467604077,1647.5364256708986,False,False,DOWN,DOWN,,13.263365037717168,38.30764184978692,False,False,False,True
1745233200000,1635.7,1636.17,1630.1,1630.24,3770.8989,2025-04-21 11:00:00+00:00,2025-04-21 08:00:00-03:00,2025-04-21,08:00:00,1633.0524999999998,1634.4498851013182,1636.17,1630.1,1638.4116454404375,1645.3154520236799,1646.5488923691123,1647.3923070075066,False,False,DOWN,DOWN,,13.111990143310937,37.15712340315166,False,False,False,False
1745234100000,1630.23,1630.24,1617.85,1624.58,9256.2546,2025-04-21 11:15:00+00:00,2025-04-21 08:15:00-03:00,2025-04-21,08:15:00,1625.725,1633.751192550659,1633.751192550659,1617.85,1636.104982633085,1644.6157930228342,1646.1365380647735,1647.1767119129047,False,False,DOWN,DOWN,,11.456415195897794,43.978582962690126,False,False,False,False
1745235000000,1624.58,1625.33,1622.0,1625.18,3845.9376,2025-04-21 11:30:00+00:00,2025-04-21 08:30:00-03:00,2025-04-21,08:30:00,1624.2725,1629.7380962753296,1629.7380962753296,1622.0,1633.9536221543422,1643.8892468434472,1645.7035868159662,1646.9488093068062,False,False,DOWN,DOWN,,11.441505163389339,47.71254774366966,False,False,False,True
1745235900000,1625.18,1626.68,1623.05,1626.34,4171.813,2025-04-21 11:45:00+00:00,2025-04-21 08:45:00-03:00,2025-04-21,08:45:00,1625.3125,1627.0052981376648,1627.0052981376648,1623.05,1632.3825090353707,1643.2257915990383,1645.2998029186203,1646.733522647037,False,False,DOWN,DOWN,,13.219136603512439,46.39386336765,False,False,False,False
1745236800000,1626.34,1631.57,1626.0,1630.9,3986.3927,2025-04-21 12:00:00+00:00,2025-04-21 09:00:00-03:00,2025-04-21,09:00:00,1628.7024999999999,1626.1588990688324,1631.57,1626.0,1631.713416483485,1642.7071026133583,1644.9711434548854,1646.5541094863702,False,False,DOWN,DOWN,,18.016528925619735,42.43526170798897,False,False,False,False
1745237700000,1630.89,1631.69,1627.39,1628.12,2971.3755,2025-04-21 12:15:00+00:00,2025-04-21 09:15:00-03:00,2025-04-21,09:15:00,1629.5225,1627.4306995344161,1631.69,1627.39,1631.3150680319422,1642.2362239485954,1644.6652297231055,1646.384640735262,False,False,DOWN,DOWN,,16.04625550660787,43.94273127753316,False,False,False,False
