timestamp,open,high,low,close,volume,time_utc,time,date,hour,ha_close,ha_open,ha_high,ha_low,MA1,MA2,MA3,MA4,macroTrend,microTrend,macroTrendLabel,microTrendLabel,ADX,+DI,-DI,Buy_TL,Sell_TL,signal_tl,whale
1745177400000,1581.72,1583.6,1581.46,1582.77,1541.6033,2025-04-20 19:30:00+00:00,2025-04-20 16:30:00-03:00,2025-04-20,16:30:00,1582.3874999999998,1582.245,1583.6,1581.46,1582.3874999999998,1582.3874999999998,1582.3874999999998,1582.3874999999998,True,True,UP,UP,,,,False,False,-,-
1745178300000,1582.78,1587.97,1582.77,1586.17,2563.6013,2025-04-20 19:45:00+00:00,2025-04-20 16:45:00-03:00,2025-04-20,16:45:00,1584.9225000000001,1582.3162499999999,1587.97,1582.3162499999999,1582.8484090909087,1582.4780357142854,1582.437698019802,1582.4127238805968,True,True,UP,UP,,,,False,False,-,-
1745179200000,1586.19,1593.37,1585.12,1592.63,5420.0043,2025-04-20 20:00:00+00:00,2025-04-20 17:00:00-03:00,2025-04-20,17:00:00,1589.3275,1583.619375,1593.37,1583.619375,1584.0264256198343,1582.7226594387753,1582.574129742182,1582.4815276230786,True,True,UP,UP,,,,False,False,-,-
1745180100000,1592.63,1600.75,1590.76,1593.52,6913.4745,2025-04-20 20:15:00+00:00,2025-04-20 17:15:00-03:00,2025-04-20,17:15:00,1594.415,1586.4734375,1600.75,1586.4734375,1585.9152573253186,1583.1402430302478,1582.8086024205547,1582.6002686417544,True,True,UP,UP,,,,False,False,-,-
1745181000000,1593.52,1593.87,1589.68,1590.72,2847.0551,2025-04-20 20:30:00+00:00,2025-04-20 17:30:00-03:00,2025-04-20,17:30:00,1591.9475,1590.44421875,1593.87,1589.68,1587.012028720715,1583.4547879220247,1582.9895706894547,1582.6932759189508,True,True,UP,UP,,,,False,False,-,-
1745181900000,1590.71,1592.5,1586.91,1589.88,2068.1094,2025-04-20 20:45:00+00:00,2025-04-20 17:45:00-03:00,2025-04-20,17:45:00,1590.0,1591.195859375,1592.5,1586.91,1587.5552962260394,1583.688545496238,1583.1283910718416,1582.7659796411504,True,True,UP,UP,,,,False,False,-,-
1745182800000,1589.88,1590.5,1586.21,1586.5,2146.2555,2025-04-20 21:00:00+00:00,2025-04-20 18:00:00-03:00,2025-04-20,18:00:00,1588.2725,1590.5979296875,1590.5979296875,1586.21,1587.685696912214,1583.8522581570867,1583.2302546149733,1582.820770888502,True,True,UP,UP,,,,False,False,-,-
1745183700000,1586.5,1587.41,1583.62,1586.16,2431.5765,2025-04-20 21:15:00+00:00,2025-04-20 18:15:00-03:00,2025-04-20,18:15:00,1585.9225,1589.4352148437501,1589.4352148437501,1583.62,1587.3651156554479,1583.9261953657622,1583.2835664047757,1582.851633864736,True,True,UP,UP,,,,False,False,-,-
1745184600000,1586.17,1591.08,1586.17,1589.39,2118.5436,2025-04-20 21:30:00+00:00,2025-04-20 18:30:00-03:00,2025-04-20,18:30:00,1588.2025,1587.678857421875,1591.08,1586.17,1587.5173673544573,1584.0789205312706,1583.3809710304238,1582.904876313843,True,True,UP,UP,,,,False,False,-,-
1745185500000,1589.37,1590.43,1586.8,1589.0,1643.1457,2025-04-20 21:45:00+00:00,2025-04-20 18:45:00-03:00,2025-04-20,18:45:00,1588.9,1587.9406787109374,1590.43,1586.8,1587.7687551081924,1584.2511019408682,1583.4902587327917,1582.9645292858447,True,True,UP,UP,,,,False,False,-,-
1745186400000,1588.99,1589.2,1580.96,1583.02,3842.0634,2025-04-20 22:00:00+00:00,2025-04-20 19:00:00-03:00,2025-04-20,19:00:00,1585.5425,1588.4203393554687,1589.2,1580.96,1587.3639814521573,1584.2972233001228,1583.5308971737265,1582.9901807357369,True,True,UP,UP,,,,False,False,-,-
1745187300000,1583.03,1583.12,1574.68,1577.4,3723.8884,2025-04-20 22:15:00+00:00,2025-04-20 19:15:00-03:00,2025-04-20,19:15:00,1579.5575,1586.9814196777343,1586.9814196777343,1574.68,1585.9446211881286,1584.1279474679757,1583.4522160415734,1582.9560247085158,True,True,UP,UP,,,,False,False,-,-
1745188200000,1577.39,1581.0,1576.53,1580.06,1945.0088,2025-04-20 22:30:00+00:00,2025-04-20 19:30:00-03:00,2025-04-20,19:30:00,1578.745,1583.269459838867,1583.269459838867,1576.53,1584.6355991539233,1583.9356993441195,1583.3590038427303,1582.9141239651476,True,True,UP,UP,,,,False,False,-,BOTTOM
1745189100000,1580.06,1582.17,1579.33,1582.16,1334.0334,2025-04-20 22:45:00+00:00,2025-04-20 19:45:00-03:00,2025-04-20,19:45:00,1580.9299999999998,1581.0072299194335,1582.17,1579.33,1583.96185385321,1583.8283529389723,1583.3109047567357,1582.8943814381314,True,True,UP,UP,,25.19208663561007,29.693266380300976,False,False,-,-
